data_referencia;cod_ibge;txt_municipio;txt_uf;num_ano_financiamento;qtd_uh_financiadas;vlr_financiamento;vlr_subsidio
01/11/2024;110.001;Alta Floresta D'Oeste ;RO;2009;2;106.000;28.406
01/11/2024;110.001;Alta Floresta D'Oeste ;RO;2010;11;598.983,79;129.620
01/11/2024;110.001;Alta Floresta D'Oeste ;RO;2011;9;450.560,20;35.436
01/11/2024;110.001;Alta Floresta D'Oeste ;RO;2012;26;1.711.299,54;532.644,40
01/11/2024;110.001;Alta Floresta D'Oeste ;RO;2013;33;2.331.474,54;690.322,69
01/11/2024;110.001;Alta Floresta D'Oeste ;RO;2014;42;3.001.273,46;924.962,69
01/11/2024;110.001;Alta Floresta D'Oeste ;RO;2015;43;3.017.464,23;816.503,31
01/11/2024;110.001;Alta Floresta D'Oeste ;RO;2016;25;1.862.638,58;302.075,69
01/11/2024;110.001;Alta Floresta D'Oeste ;RO;2017;15;1.156.655;243.058,31
01/11/2024;110.001;Alta Floresta D'Oeste ;RO;2018;17;1.598.038,89;271.553,76
01/11/2024;110.001;Alta Floresta D'Oeste ;RO;2019;9;778.097,62;139.632,14
01/11/2024;110.001;Alta Floresta D'Oeste ;RO;2020;19;1.859.866,67;384.218,22
01/11/2024;110.001;Alta Floresta D'Oeste ;RO;2021;2;199.983,54;73.505,18
01/11/2024;110.001;Alta Floresta D'Oeste ;RO;2022;8;766.674,89;136.845,29
01/11/2024;110.001;Alta Floresta D'Oeste ;RO;2023;24;3.065.153,78;470.206,34
01/11/2024;110.001;Alta Floresta D'Oeste ;RO;2024;27;4.314.909,95;335.437,25
01/11/2024;110.002;Ariquemes ;RO;2009;64;2.947.428,83;769.513,30
01/11/2024;110.002;Ariquemes ;RO;2010;94;5.414.181,69;1.387.931
01/11/2024;110.002;Ariquemes ;RO;2011;115;7.737.559,30;536.683,60
01/11/2024;110.002;Ariquemes ;RO;2012;108;7.850.479,02;1.832.872,95
01/11/2024;110.002;Ariquemes ;RO;2013;173;14.427.670,23;3.374.067,47
01/11/2024;110.002;Ariquemes ;RO;2014;174;15.157.080,21;3.876.569,07
01/11/2024;110.002;Ariquemes ;RO;2015;233;21.182.376,89;5.448.985,01
01/11/2024;110.002;Ariquemes ;RO;2016;191;17.645.363,46;3.681.991,47
01/11/2024;110.002;Ariquemes ;RO;2017;218;21.139.675,06;4.530.964,07
01/11/2024;110.002;Ariquemes ;RO;2018;191;18.757.707,11;4.695.332,10
01/11/2024;110.002;Ariquemes ;RO;2019;134;14.073.010,20;2.759.372,32
01/11/2024;110.002;Ariquemes ;RO;2020;148;15.439.420,95;3.384.975,17
01/11/2024;110.002;Ariquemes ;RO;2021;90;9.682.017,12;2.228.634,46
01/11/2024;110.002;Ariquemes ;RO;2022;109;14.021.589,25;1.495.133,05
01/11/2024;110.002;Ariquemes ;RO;2023;133;21.307.837,30;2.088.908,20
01/11/2024;110.002;Ariquemes ;RO;2024;170;28.454.146,73;2.897.440,81
01/11/2024;110.003;Cabixi ;RO;2024;1;152.000;9.188,55
01/11/2024;110.004;Cacoal ;RO;2009;115;5.341.445,32;1.510.222,85
01/11/2024;110.004;Cacoal ;RO;2010;197;10.124.904,52;3.190.662
01/11/2024;110.004;Cacoal ;RO;2011;125;8.127.136,27;753.630,60
01/11/2024;110.004;Cacoal ;RO;2012;122;8.618.960,32;2.279.280,93
01/11/2024;110.004;Cacoal ;RO;2013;161;12.336.601,18;3.003.031
01/11/2024;110.004;Cacoal ;RO;2014;280;21.448.777,16;5.221.906,79
01/11/2024;110.004;Cacoal ;RO;2015;184;15.003.808,23;3.416.061,46
01/11/2024;110.004;Cacoal ;RO;2016;122;11.399.826,20;1.521.250,75
01/11/2024;110.004;Cacoal ;RO;2017;144;14.162.556,91;1.638.543,37
01/11/2024;110.004;Cacoal ;RO;2018;129;13.443.641,84;1.650.162,98
01/11/2024;110.004;Cacoal ;RO;2019;76;7.570.852,66;1.327.758,86
01/11/2024;110.004;Cacoal ;RO;2020;81;7.733.280,33;1.657.799,18
01/11/2024;110.004;Cacoal ;RO;2021;104;10.585.989,86;2.173.774,81
01/11/2024;110.004;Cacoal ;RO;2022;108;12.997.330,80;1.767.243,48
01/11/2024;110.004;Cacoal ;RO;2023;193;29.092.328,95;2.783.177,68
01/11/2024;110.004;Cacoal ;RO;2024;253;41.153.559,59;4.277.825,74
01/11/2024;110.005;Cerejeiras ;RO;2009;2;64.025,50;26.262
01/11/2024;110.005;Cerejeiras ;RO;2010;1;41.035,22;16.989
01/11/2024;110.005;Cerejeiras ;RO;2011;1;15.000;8.000
01/11/2024;110.005;Cerejeiras ;RO;2012;6;314.378,39;98.882,19
01/11/2024;110.005;Cerejeiras ;RO;2013;19;1.209.875,60;276.292,64
01/11/2024;110.005;Cerejeiras ;RO;2014;30;1.985.724,58;505.243,04
01/11/2024;110.005;Cerejeiras ;RO;2015;42;2.954.771,26;817.584,95
01/11/2024;110.005;Cerejeiras ;RO;2016;26;1.959.830,74;345.478,65
01/11/2024;110.005;Cerejeiras ;RO;2017;21;1.583.298,97;295.216,69
01/11/2024;110.005;Cerejeiras ;RO;2018;13;1.113.622,17;205.332,71
01/11/2024;110.005;Cerejeiras ;RO;2019;12;1.006.578,36;115.112,66
01/11/2024;110.005;Cerejeiras ;RO;2020;20;1.935.891,45;201.538,44
01/11/2024;110.005;Cerejeiras ;RO;2021;11;1.092.632,17;192.083,24
01/11/2024;110.005;Cerejeiras ;RO;2022;12;1.386.122,89;91.442,45
01/11/2024;110.005;Cerejeiras ;RO;2023;14;2.155.055,11;74.926,77
01/11/2024;110.005;Cerejeiras ;RO;2024;30;4.982.957,72;308.963,25
01/11/2024;110.006;Colorado do Oeste ;RO;2009;5;167.831,07;57.018
01/11/2024;110.006;Colorado do Oeste ;RO;2010;4;163.400,02;28.070
01/11/2024;110.006;Colorado do Oeste ;RO;2011;5;223.111,22;18.116
01/11/2024;110.006;Colorado do Oeste ;RO;2012;14;729.183,06;245.441,33
01/11/2024;110.006;Colorado do Oeste ;RO;2013;20;1.119.349,50;323.198,90
01/11/2024;110.006;Colorado do Oeste ;RO;2014;10;701.391,90;139.185,95
01/11/2024;110.006;Colorado do Oeste ;RO;2015;11;755.386,07;120.710,99
01/11/2024;110.006;Colorado do Oeste ;RO;2016;17;1.190.575,16;198.977,60
01/11/2024;110.006;Colorado do Oeste ;RO;2017;9;671.962,02;116.152,78
01/11/2024;110.006;Colorado do Oeste ;RO;2018;4;276.891,19;32.307,17
01/11/2024;110.006;Colorado do Oeste ;RO;2019;3;242.196,44;65.491
01/11/2024;110.006;Colorado do Oeste ;RO;2020;7;665.256;105.675,96
01/11/2024;110.006;Colorado do Oeste ;RO;2021;3;295.587,30;47.983,05
01/11/2024;110.006;Colorado do Oeste ;RO;2022;5;535.428,48;50.067,64
01/11/2024;110.006;Colorado do Oeste ;RO;2023;8;1.369.325,90;37.158,61
01/11/2024;110.006;Colorado do Oeste ;RO;2024;11;1.904.008,72;132.013,88
01/11/2024;110.008;Costa Marques ;RO;2014;1;56.448;24.451,99
01/11/2024;110.009;Espigão D'Oeste ;RO;2009;9;415.898,98;76.331
01/11/2024;110.009;Espigão D'Oeste ;RO;2010;43;1.863.942,71;699.880
01/11/2024;110.009;Espigão D'Oeste ;RO;2011;80;3.657.528,49;724.422
01/11/2024;110.009;Espigão D'Oeste ;RO;2012;56;2.794.912,75;1.114.351,20
01/11/2024;110.009;Espigão D'Oeste ;RO;2013;69;3.463.616,20;1.548.012,65
01/11/2024;110.009;Espigão D'Oeste ;RO;2014;96;5.939.947,41;2.116.521,97
01/11/2024;110.009;Espigão D'Oeste ;RO;2015;71;4.351.047,81;1.674.291,07
01/11/2024;110.009;Espigão D'Oeste ;RO;2016;40;2.757.543,22;724.998,24
01/11/2024;110.009;Espigão D'Oeste ;RO;2017;24;1.817.250,64;433.878,85
01/11/2024;110.009;Espigão D'Oeste ;RO;2018;14;933.674,02;268.327,80
01/11/2024;110.009;Espigão D'Oeste ;RO;2019;19;1.505.920,34;296.485,81
01/11/2024;110.009;Espigão D'Oeste ;RO;2020;24;2.072.157,98;429.106,96
01/11/2024;110.009;Espigão D'Oeste ;RO;2021;10;900.560,03;184.955,93
01/11/2024;110.009;Espigão D'Oeste ;RO;2022;19;1.897.771,99;243.404,93
01/11/2024;110.009;Espigão D'Oeste ;RO;2023;28;3.374.353,28;363.513,46
01/11/2024;110.009;Espigão D'Oeste ;RO;2024;24;3.123.097,85;264.971,04
01/11/2024;110.010;Guajará-Mirim ;RO;2009;7;182.650;45.755
01/11/2024;110.010;Guajará-Mirim ;RO;2010;2;103.500;20.070
01/11/2024;110.010;Guajará-Mirim ;RO;2011;4;161.108,66;0
01/11/2024;110.010;Guajará-Mirim ;RO;2012;13;878.451;228.729,40
01/11/2024;110.010;Guajará-Mirim ;RO;2013;17;1.135.756,61;338.676,67
01/11/2024;110.010;Guajará-Mirim ;RO;2014;10;722.658,48;125.345,85
01/11/2024;110.010;Guajará-Mirim ;RO;2015;35;2.699.339,89;651.381,69
01/11/2024;110.010;Guajará-Mirim ;RO;2016;43;3.418.780,96;593.737,43
01/11/2024;110.010;Guajará-Mirim ;RO;2017;39;3.060.339,73;654.355,56
01/11/2024;110.010;Guajará-Mirim ;RO;2018;45;3.430.710,01;934.718,33
01/11/2024;110.010;Guajará-Mirim ;RO;2019;34;2.885.263,05;631.552,12
01/11/2024;110.010;Guajará-Mirim ;RO;2020;48;4.562.522,49;866.492,04
01/11/2024;110.010;Guajará-Mirim ;RO;2021;21;1.984.337,80;359.603,75
01/11/2024;110.010;Guajará-Mirim ;RO;2022;29;3.203.551,96;237.810,21
01/11/2024;110.010;Guajará-Mirim ;RO;2023;33;3.821.898,55;311.815,07
01/11/2024;110.010;Guajará-Mirim ;RO;2024;25;3.350.936,52;171.318,49
01/11/2024;110.011;Jaru ;RO;2009;32;1.577.798,42;375.535
01/11/2024;110.011;Jaru ;RO;2010;162;8.734.430,22;2.794.506
01/11/2024;110.011;Jaru ;RO;2011;42;2.427.690,39;281.034
01/11/2024;110.011;Jaru ;RO;2012;27;1.775.270,09;475.460,90
01/11/2024;110.011;Jaru ;RO;2013;31;2.148.508,86;670.529,62
01/11/2024;110.011;Jaru ;RO;2014;50;3.740.233,52;945.898,34
01/11/2024;110.011;Jaru ;RO;2015;58;4.791.523,59;836.204,69
01/11/2024;110.011;Jaru ;RO;2016;64;5.487.460,73;884.298,49
01/11/2024;110.011;Jaru ;RO;2017;92;8.570.552,57;1.585.768,84
01/11/2024;110.011;Jaru ;RO;2018;131;12.691.336,93;2.347.647,35
01/11/2024;110.011;Jaru ;RO;2019;160;15.371.978,11;3.385.309,38
01/11/2024;110.011;Jaru ;RO;2020;216;20.414.158,06;5.197.851,06
01/11/2024;110.011;Jaru ;RO;2021;166;15.999.992,55;4.208.808,09
01/11/2024;110.011;Jaru ;RO;2022;118;13.345.791,69;2.640.343,73
01/11/2024;110.011;Jaru ;RO;2023;115;14.873.033,87;2.584.002,51
01/11/2024;110.011;Jaru ;RO;2024;113;15.816.345,92;3.045.907,79
01/11/2024;110.012;Ji-Paraná ;RO;2009;234;10.752.514,49;3.869.808,91
01/11/2024;110.012;Ji-Paraná ;RO;2010;372;20.040.347,56;7.547.505
01/11/2024;110.012;Ji-Paraná ;RO;2011;384;23.969.140,99;4.283.798
01/11/2024;110.012;Ji-Paraná ;RO;2012;439;31.317.083,39;10.200.043,27
01/11/2024;110.012;Ji-Paraná ;RO;2013;375;27.710.141,23;9.945.559,30
01/11/2024;110.012;Ji-Paraná ;RO;2014;446;36.332.866,46;11.784.023,67
01/11/2024;110.012;Ji-Paraná ;RO;2015;498;43.237.850,30;12.276.091,82
01/11/2024;110.012;Ji-Paraná ;RO;2016;424;37.877.611,10;9.834.877,86
01/11/2024;110.012;Ji-Paraná ;RO;2017;475;45.184.725,76;11.600.545,51
01/11/2024;110.012;Ji-Paraná ;RO;2018;532;52.798.986,67;13.501.125,03
01/11/2024;110.012;Ji-Paraná ;RO;2019;606;64.079.109,85;13.884.988,63
01/11/2024;110.012;Ji-Paraná ;RO;2020;567;63.127.338,50;12.568.365,71
01/11/2024;110.012;Ji-Paraná ;RO;2021;573;66.629.213,92;13.827.403,94
01/11/2024;110.012;Ji-Paraná ;RO;2022;532;68.382.098,72;11.783.961,26
01/11/2024;110.012;Ji-Paraná ;RO;2023;640;93.961.697,77;14.314.038,78
01/11/2024;110.012;Ji-Paraná ;RO;2024;591;93.015.925,01;15.265.182,98
01/11/2024;110.013;Machadinho D'Oeste ;RO;2009;2;78.678;22.488
01/11/2024;110.013;Machadinho D'Oeste ;RO;2010;8;426.549,62;134.519
01/11/2024;110.013;Machadinho D'Oeste ;RO;2011;28;1.579.709,66;186.580,20
01/11/2024;110.013;Machadinho D'Oeste ;RO;2012;33;2.170.879,30;658.256,06
01/11/2024;110.013;Machadinho D'Oeste ;RO;2013;34;2.537.849,24;694.803,06
01/11/2024;110.013;Machadinho D'Oeste ;RO;2014;54;4.023.859,22;1.058.430,62
01/11/2024;110.013;Machadinho D'Oeste ;RO;2015;62;4.683.010,20;1.100.073,71
01/11/2024;110.013;Machadinho D'Oeste ;RO;2016;32;2.634.701,93;463.019,06
01/11/2024;110.013;Machadinho D'Oeste ;RO;2017;33;2.717.865,97;603.140,85
01/11/2024;110.013;Machadinho D'Oeste ;RO;2018;60;4.801.965,87;1.146.019,89
01/11/2024;110.013;Machadinho D'Oeste ;RO;2019;34;3.056.574,65;657.440,41
01/11/2024;110.013;Machadinho D'Oeste ;RO;2020;28;2.697.598,90;564.403,62
01/11/2024;110.013;Machadinho D'Oeste ;RO;2021;18;1.750.610,17;292.678,75
01/11/2024;110.013;Machadinho D'Oeste ;RO;2022;26;2.760.291,59;394.036,10
01/11/2024;110.013;Machadinho D'Oeste ;RO;2023;43;5.425.913,86;646.653,24
01/11/2024;110.013;Machadinho D'Oeste ;RO;2024;44;6.141.275,19;1.175.928,79
01/11/2024;110.014;Nova Brasilândia D'Oeste ;RO;2009;3;151.890;36.993
01/11/2024;110.014;Nova Brasilândia D'Oeste ;RO;2010;5;175.796,79;80.212
01/11/2024;110.014;Nova Brasilândia D'Oeste ;RO;2011;7;306.581,17;19.687
01/11/2024;110.014;Nova Brasilândia D'Oeste ;RO;2013;4;267.757,12;72.440,19
01/11/2024;110.014;Nova Brasilândia D'Oeste ;RO;2014;4;247.279;71.241,97
01/11/2024;110.014;Nova Brasilândia D'Oeste ;RO;2015;9;596.915,50;146.785,13
01/11/2024;110.014;Nova Brasilândia D'Oeste ;RO;2016;5;550.395,34;3.396,26
01/11/2024;110.014;Nova Brasilândia D'Oeste ;RO;2018;1;79.066,15;0
01/11/2024;110.014;Nova Brasilândia D'Oeste ;RO;2019;2;143.700;0
01/11/2024;110.014;Nova Brasilândia D'Oeste ;RO;2022;1;103.200;3.606,42
01/11/2024;110.014;Nova Brasilândia D'Oeste ;RO;2023;3;412.294,52;1.162
01/11/2024;110.014;Nova Brasilândia D'Oeste ;RO;2024;5;619.761,84;30.124,05
01/11/2024;110.015;Ouro Preto do Oeste ;RO;2009;23;1.074.012,42;218.414
01/11/2024;110.015;Ouro Preto do Oeste ;RO;2010;21;1.027.220,67;267.327
01/11/2024;110.015;Ouro Preto do Oeste ;RO;2011;12;644.694,29;55.470,20
01/11/2024;110.015;Ouro Preto do Oeste ;RO;2012;12;679.243,81;213.558,16
01/11/2024;110.015;Ouro Preto do Oeste ;RO;2013;31;1.940.500,20;603.300,27
01/11/2024;110.015;Ouro Preto do Oeste ;RO;2014;57;3.735.465,77;1.227.943,74
01/11/2024;110.015;Ouro Preto do Oeste ;RO;2015;33;2.385.104,80;536.197,69
01/11/2024;110.015;Ouro Preto do Oeste ;RO;2016;36;2.675.102,78;518.476,09
01/11/2024;110.015;Ouro Preto do Oeste ;RO;2017;73;5.683.051,17;1.544.101,65
01/11/2024;110.015;Ouro Preto do Oeste ;RO;2018;43;3.540.654,67;955.148,80
01/11/2024;110.015;Ouro Preto do Oeste ;RO;2019;26;2.168.445,28;465.574,77
01/11/2024;110.015;Ouro Preto do Oeste ;RO;2020;10;894.909,70;253.949,37
01/11/2024;110.015;Ouro Preto do Oeste ;RO;2021;11;989.640,83;258.355,87
01/11/2024;110.015;Ouro Preto do Oeste ;RO;2022;6;770.951,81;41.975,81
01/11/2024;110.015;Ouro Preto do Oeste ;RO;2023;10;1.434.420,26;69.427,79
01/11/2024;110.015;Ouro Preto do Oeste ;RO;2024;18;2.696.698,25;301.406,75
01/11/2024;110.018;Pimenta Bueno ;RO;2009;16;593.000;110.191
01/11/2024;110.018;Pimenta Bueno ;RO;2010;24;1.130.224,25;282.314
01/11/2024;110.018;Pimenta Bueno ;RO;2011;24;1.331.944,44;87.333,60
01/11/2024;110.018;Pimenta Bueno ;RO;2012;41;2.502.308,68;630.217,43
01/11/2024;110.018;Pimenta Bueno ;RO;2013;17;1.176.739,61;269.101,63
01/11/2024;110.018;Pimenta Bueno ;RO;2014;21;1.665.085,80;351.291,37
01/11/2024;110.018;Pimenta Bueno ;RO;2015;26;1.997.110,35;420.046,95
01/11/2024;110.018;Pimenta Bueno ;RO;2016;12;904.896,05;125.978,60
01/11/2024;110.018;Pimenta Bueno ;RO;2017;10;828.186,34;66.462,41
01/11/2024;110.018;Pimenta Bueno ;RO;2018;11;980.520,98;155.843,84
01/11/2024;110.018;Pimenta Bueno ;RO;2019;8;720.506,92;47.568,51
01/11/2024;110.018;Pimenta Bueno ;RO;2020;14;1.346.841,18;135.625,20
01/11/2024;110.018;Pimenta Bueno ;RO;2021;9;870.481,53;93.357,95
01/11/2024;110.018;Pimenta Bueno ;RO;2022;19;2.476.956,91;88.395,37
01/11/2024;110.018;Pimenta Bueno ;RO;2023;47;8.072.493,84;113.012,94
01/11/2024;110.018;Pimenta Bueno ;RO;2024;51;10.117.435,16;64.093,42
01/11/2024;110.020;Porto Velho ;RO;2009;350;19.006.301,21;2.586.297,51
01/11/2024;110.020;Porto Velho ;RO;2010;308;19.729.089,09;3.092.711
01/11/2024;110.020;Porto Velho ;RO;2011;773;52.189.529,98;4.905.862
01/11/2024;110.020;Porto Velho ;RO;2012;639;45.578.865,88;10.215.643,19
01/11/2024;110.020;Porto Velho ;RO;2013;1.259;90.396.856,40;27.239.874,38
01/11/2024;110.020;Porto Velho ;RO;2014;973;86.351.896,09;19.435.733,48
01/11/2024;110.020;Porto Velho ;RO;2015;636;64.987.438,10;7.488.943,27
01/11/2024;110.020;Porto Velho ;RO;2016;389;44.168.076,21;1.608.534,61
01/11/2024;110.020;Porto Velho ;RO;2017;376;42.598.580,80;2.390.583,98
01/11/2024;110.020;Porto Velho ;RO;2018;320;32.974.921,37;2.122.934,04
01/11/2024;110.020;Porto Velho ;RO;2019;374;37.880.362,64;3.457.182,60
01/11/2024;110.020;Porto Velho ;RO;2020;454;48.520.967,17;6.185.121,79
01/11/2024;110.020;Porto Velho ;RO;2021;136;14.848.725,33;1.458.690,10
01/11/2024;110.020;Porto Velho ;RO;2022;223;29.231.082,78;1.035.359,32
01/11/2024;110.020;Porto Velho ;RO;2023;361;56.494.616;2.053.181,91
01/11/2024;110.020;Porto Velho ;RO;2024;397;67.645.098,14;2.306.064,18
01/11/2024;110.025;Presidente Médici ;RO;2009;4;226.900;33.695
01/11/2024;110.025;Presidente Médici ;RO;2010;5;263.237,78;52.758
01/11/2024;110.025;Presidente Médici ;RO;2011;3;192.180,83;7.626
01/11/2024;110.025;Presidente Médici ;RO;2012;3;183.322,16;60.209
01/11/2024;110.025;Presidente Médici ;RO;2013;5;302.150,54;84.840,70
01/11/2024;110.025;Presidente Médici ;RO;2014;26;1.806.310,08;548.238,20
01/11/2024;110.025;Presidente Médici ;RO;2015;37;2.909.742,22;756.853,16
01/11/2024;110.025;Presidente Médici ;RO;2016;34;2.545.129,53;510.157,95
01/11/2024;110.025;Presidente Médici ;RO;2017;19;1.509.424,28;400.735,10
01/11/2024;110.025;Presidente Médici ;RO;2018;29;2.261.019,63;525.604,82
01/11/2024;110.025;Presidente Médici ;RO;2019;29;2.701.284,95;605.146,80
01/11/2024;110.025;Presidente Médici ;RO;2020;51;4.964.719,14;1.082.651,41
01/11/2024;110.025;Presidente Médici ;RO;2021;36;3.666.857,88;891.517,56
01/11/2024;110.025;Presidente Médici ;RO;2022;41;4.273.870,31;987.370,27
01/11/2024;110.025;Presidente Médici ;RO;2023;55;7.158.855,01;1.007.709,62
01/11/2024;110.025;Presidente Médici ;RO;2024;54;7.941.299,37;1.173.746,28
01/11/2024;110.026;Rio Crespo ;RO;2014;1;71.600;0
01/11/2024;110.028;Rolim de Moura ;RO;2009;18;954.226,22;183.945
01/11/2024;110.028;Rolim de Moura ;RO;2010;80;4.654.437,80;1.279.020
01/11/2024;110.028;Rolim de Moura ;RO;2011;112;6.559.544,48;726.033
01/11/2024;110.028;Rolim de Moura ;RO;2012;160;10.096.721,90;2.862.028,51
01/11/2024;110.028;Rolim de Moura ;RO;2013;149;10.642.302,33;3.229.406,14
01/11/2024;110.028;Rolim de Moura ;RO;2014;133;9.978.693,25;2.807.007,83
01/11/2024;110.028;Rolim de Moura ;RO;2015;114;9.799.304,53;1.920.293,84
01/11/2024;110.028;Rolim de Moura ;RO;2016;72;6.485.704,70;852.409,40
01/11/2024;110.028;Rolim de Moura ;RO;2017;83;8.218.057,47;1.059.233,76
01/11/2024;110.028;Rolim de Moura ;RO;2018;93;8.882.497,62;1.838.076,98
01/11/2024;110.028;Rolim de Moura ;RO;2019;81;7.617.396,53;1.560.675,08
01/11/2024;110.028;Rolim de Moura ;RO;2020;75;7.033.668,47;1.672.743,85
01/11/2024;110.028;Rolim de Moura ;RO;2021;44;4.371.741,14;1.111.355,35
01/11/2024;110.028;Rolim de Moura ;RO;2022;41;4.716.845,45;456.585,78
01/11/2024;110.028;Rolim de Moura ;RO;2023;84;12.673.738,78;835.231,52
01/11/2024;110.028;Rolim de Moura ;RO;2024;101;16.701.837,70;951.973,42
01/11/2024;110.029;Santa Luzia D'Oeste ;RO;2009;1;49.500;10.035
01/11/2024;110.029;Santa Luzia D'Oeste ;RO;2011;5;199.424,56;5.071,20
01/11/2024;110.029;Santa Luzia D'Oeste ;RO;2012;3;131.225,95;45.477,86
01/11/2024;110.029;Santa Luzia D'Oeste ;RO;2013;3;176.365,93;74.438,97
01/11/2024;110.029;Santa Luzia D'Oeste ;RO;2014;5;263.156,31;73.593,13
01/11/2024;110.029;Santa Luzia D'Oeste ;RO;2015;6;435.324,23;124.457,79
01/11/2024;110.029;Santa Luzia D'Oeste ;RO;2016;1;71.701,31;4.353,25
01/11/2024;110.029;Santa Luzia D'Oeste ;RO;2019;2;143.525,36;39.391,56
01/11/2024;110.029;Santa Luzia D'Oeste ;RO;2020;1;83.187,21;0
01/11/2024;110.029;Santa Luzia D'Oeste ;RO;2023;2;260.511,61;70.092,05
01/11/2024;110.029;Santa Luzia D'Oeste ;RO;2024;4;538.451,43;93.533,37
01/11/2024;110.030;Vilhena ;RO;2009;89;4.016.431,78;1.016.472
01/11/2024;110.030;Vilhena ;RO;2010;208;9.694.571,53;3.496.753
01/11/2024;110.030;Vilhena ;RO;2011;135;7.173.823,59;977.104,60
01/11/2024;110.030;Vilhena ;RO;2012;172;10.966.101,46;3.159.825,27
01/11/2024;110.030;Vilhena ;RO;2013;307;22.460.329,30;6.511.490,29
01/11/2024;110.030;Vilhena ;RO;2014;334;26.622.403,73;6.644.126,31
01/11/2024;110.030;Vilhena ;RO;2015;315;26.817.152,74;5.858.087,63
01/11/2024;110.030;Vilhena ;RO;2016;304;26.889.696,41;4.376.668,84
01/11/2024;110.030;Vilhena ;RO;2017;383;36.184.278,64;8.145.287,94
01/11/2024;110.030;Vilhena ;RO;2018;589;57.290.698,22;13.040.264,89
01/11/2024;110.030;Vilhena ;RO;2019;400;39.203.044,30;8.378.699,71
01/11/2024;110.030;Vilhena ;RO;2020;524;51.624.096,61;11.892.350,61
01/11/2024;110.030;Vilhena ;RO;2021;451;49.089.048,25;10.139.706,55
01/11/2024;110.030;Vilhena ;RO;2022;579;71.884.823,43;10.985.745,44
01/11/2024;110.030;Vilhena ;RO;2023;671;98.706.566,46;11.130.747,61
01/11/2024;110.030;Vilhena ;RO;2024;631;103.788.332,67;11.600.647,72
01/11/2024;110.032;São Miguel do Guaporé ;RO;2013;3;205.860,18;44.310,98
01/11/2024;110.032;São Miguel do Guaporé ;RO;2014;12;733.136,99;312.128,36
01/11/2024;110.032;São Miguel do Guaporé ;RO;2015;29;1.911.839,55;605.561,35
01/11/2024;110.032;São Miguel do Guaporé ;RO;2016;6;482.097,63;103.192,75
01/11/2024;110.032;São Miguel do Guaporé ;RO;2017;10;770.157,75;140.745,20
01/11/2024;110.032;São Miguel do Guaporé ;RO;2018;12;1.070.147,25;55.529,82
01/11/2024;110.032;São Miguel do Guaporé ;RO;2019;5;375.915,62;79.153,12
01/11/2024;110.032;São Miguel do Guaporé ;RO;2020;15;1.321.901,24;247.579,34
01/11/2024;110.032;São Miguel do Guaporé ;RO;2021;12;1.186.280,08;269.846,03
01/11/2024;110.032;São Miguel do Guaporé ;RO;2022;22;2.340.444,93;406.361,77
01/11/2024;110.032;São Miguel do Guaporé ;RO;2023;23;2.902.770,52;115.600,16
01/11/2024;110.032;São Miguel do Guaporé ;RO;2024;27;4.407.124,51;511.071,79
01/11/2024;110.033;Nova Mamoré ;RO;2013;6;405.616,05;132.797,88
01/11/2024;110.033;Nova Mamoré ;RO;2014;9;661.604;210.408
01/11/2024;110.033;Nova Mamoré ;RO;2015;3;219.045;50.370
01/11/2024;110.033;Nova Mamoré ;RO;2018;3;216.772;28.451,17
01/11/2024;110.033;Nova Mamoré ;RO;2019;4;287.772;60.872,52
01/11/2024;110.033;Nova Mamoré ;RO;2020;2;203.200,01;0
01/11/2024;110.033;Nova Mamoré ;RO;2021;2;158.585,66;40.071,59
01/11/2024;110.033;Nova Mamoré ;RO;2022;1;112.464,55;16.513,39
01/11/2024;110.033;Nova Mamoré ;RO;2023;2;300.198,98;3.814,20
01/11/2024;110.033;Nova Mamoré ;RO;2024;2;261.000;24.333,47
01/11/2024;110.034;Alvorada D'Oeste ;RO;2012;1;71.846,44;19.271,04
01/11/2024;110.034;Alvorada D'Oeste ;RO;2016;3;190.551,81;36.922,25
01/11/2024;110.034;Alvorada D'Oeste ;RO;2018;1;50.789,68;6.155,09
01/11/2024;110.034;Alvorada D'Oeste ;RO;2019;3;207.986,56;25.988
01/11/2024;110.034;Alvorada D'Oeste ;RO;2020;2;177.986,75;20.999,99
01/11/2024;110.034;Alvorada D'Oeste ;RO;2021;3;316.582,70;87.400
01/11/2024;110.034;Alvorada D'Oeste ;RO;2022;4;403.295,81;85.034,38
01/11/2024;110.034;Alvorada D'Oeste ;RO;2023;8;1.018.134,40;105.962,25
01/11/2024;110.034;Alvorada D'Oeste ;RO;2024;15;2.270.401,33;325.301,69
01/11/2024;110.037;Alto Alegre dos Parecis ;RO;2011;2;66.800;0
01/11/2024;110.037;Alto Alegre dos Parecis ;RO;2012;3;97.201,65;28.787,42
01/11/2024;110.037;Alto Alegre dos Parecis ;RO;2013;2;126.358,94;51.017,98
01/11/2024;110.037;Alto Alegre dos Parecis ;RO;2014;8;510.597,46;175.320,51
01/11/2024;110.037;Alto Alegre dos Parecis ;RO;2015;7;451.268,05;155.446,15
01/11/2024;110.037;Alto Alegre dos Parecis ;RO;2016;4;292.156,86;81.065,96
01/11/2024;110.037;Alto Alegre dos Parecis ;RO;2017;4;298.778,14;72.406,74
01/11/2024;110.037;Alto Alegre dos Parecis ;RO;2018;3;203.157,45;50.156,97
01/11/2024;110.037;Alto Alegre dos Parecis ;RO;2019;1;78.792;22.266,99
