data_referencia;cod_ibge;txt_municipio;txt_uf;num_ano_financiamento;qtd_uh_financiadas;vlr_financiamento;vlr_subsidio
01/11/2024;210.170;Barreirinhas ;MA;2009;2;127.000;10.035
01/11/2024;210.170;Barreirinhas ;MA;2010;1;70.000;10.035
01/11/2024;210.170;Barreirinhas ;MA;2011;4;213.800;18.302
01/11/2024;210.170;Barreirinhas ;MA;2012;1;70.855,22;0
01/11/2024;210.170;Barreirinhas ;MA;2013;1;56.800;15.999,99
01/11/2024;210.170;Barreirinhas ;MA;2015;11;934.473,52;210.961,11
01/11/2024;210.170;Barreirinhas ;MA;2016;11;1.022.419,32;56.579,13
01/11/2024;210.170;Barreirinhas ;MA;2017;8;769.740;102.280,78
01/11/2024;210.170;Barreirinhas ;MA;2018;15;1.355.088,15;491.681
01/11/2024;210.170;Barreirinhas ;MA;2019;52;4.872.464,38;1.624.348,67
01/11/2024;210.170;Barreirinhas ;MA;2020;18;1.771.757,28;440.708
01/11/2024;210.170;Barreirinhas ;MA;2021;11;1.107.887,19;205.539,07
01/11/2024;210.170;Barreirinhas ;MA;2022;36;3.949.472,85;892.308,82
01/11/2024;210.170;Barreirinhas ;MA;2023;37;4.554.906,56;590.949,41
01/11/2024;210.170;Barreirinhas ;MA;2024;40;5.399.845,96;889.873,98
01/11/2024;210.177;Bela Vista do Maranhão ;MA;2009;1;5.000;1.248
01/11/2024;210.190;Bequimão ;MA;2009;1;24.685;4.843
01/11/2024;210.190;Bequimão ;MA;2010;1;40.000;6.656
01/11/2024;210.190;Bequimão ;MA;2011;1;47.050;3.000
01/11/2024;210.190;Bequimão ;MA;2017;1;76.000;32.600
01/11/2024;210.190;Bequimão ;MA;2019;2;186.000;28.731
01/11/2024;210.190;Bequimão ;MA;2020;4;368.000;108.206,50
01/11/2024;210.193;Bernardo do Mearim ;MA;2009;52;197.000;363.503
01/11/2024;210.193;Bernardo do Mearim ;MA;2010;1;50.000;10.035
01/11/2024;210.200;Bom Jardim ;MA;2009;9;330.438,19;62.386
01/11/2024;210.200;Bom Jardim ;MA;2010;13;533.742,92;172.803
01/11/2024;210.200;Bom Jardim ;MA;2011;12;709.305,87;3.000
01/11/2024;210.200;Bom Jardim ;MA;2012;4;219.595;90.185,59
01/11/2024;210.200;Bom Jardim ;MA;2013;2;75.558;52.140,21
01/11/2024;210.200;Bom Jardim ;MA;2017;1;51.750;15.659,03
01/11/2024;210.200;Bom Jardim ;MA;2021;1;50.400;3.168,34
01/11/2024;210.200;Bom Jardim ;MA;2024;1;90.580,65;58.450,66
01/11/2024;210.203;Bom Jesus das Selvas ;MA;2015;1;81.000;15.999,99
01/11/2024;210.203;Bom Jesus das Selvas ;MA;2021;1;40.597,50;7.546,63
01/11/2024;210.207;Bom Lugar ;MA;2018;2;109.423,09;55.554,31
01/11/2024;210.210;Brejo ;MA;2010;1;48.000;10.035
01/11/2024;210.210;Brejo ;MA;2017;2;152.830;29.006,68
01/11/2024;210.210;Brejo ;MA;2018;1;68.000;0
01/11/2024;210.220;Buriti ;MA;2018;2;160.271,50;17.317,44
01/11/2024;210.220;Buriti ;MA;2019;1;84.271,50;7.253,42
01/11/2024;210.230;Buriti Bravo ;MA;2009;8;189.500;32.758
01/11/2024;210.230;Buriti Bravo ;MA;2010;3;92.889;20.656
01/11/2024;210.230;Buriti Bravo ;MA;2011;11;446.830,39;33.693
01/11/2024;210.230;Buriti Bravo ;MA;2014;1;56.000;27.620,99
01/11/2024;210.230;Buriti Bravo ;MA;2015;2;107.673;46.692,14
01/11/2024;210.230;Buriti Bravo ;MA;2018;4;245.864;114.748,54
01/11/2024;210.232;Buriticupu ;MA;2010;1;33.025;14.035
01/11/2024;210.232;Buriticupu ;MA;2011;1;62.000;10.532
01/11/2024;210.232;Buriticupu ;MA;2012;1;57.449;17.274,04
01/11/2024;210.232;Buriticupu ;MA;2013;5;408.766,68;63.079,24
01/11/2024;210.232;Buriticupu ;MA;2014;2;193.020;14.054,72
01/11/2024;210.232;Buriticupu ;MA;2015;4;341.381,76;64.781,97
01/11/2024;210.232;Buriticupu ;MA;2016;1;85.923;5.583,28
01/11/2024;210.232;Buriticupu ;MA;2017;1;79.822;6.089,53
01/11/2024;210.232;Buriticupu ;MA;2023;1;147.600;0
01/11/2024;210.235;Buritirana ;MA;2009;1;15.555,65;3.204
01/11/2024;210.235;Buritirana ;MA;2010;1;25.000;8.859
01/11/2024;210.237;Cachoeira Grande ;MA;2009;1;72.000;10.035
01/11/2024;210.237;Cachoeira Grande ;MA;2017;1;75.000;4.360,97
01/11/2024;210.240;Cajapió ;MA;2015;1;64.000;23.758,99
01/11/2024;210.255;Campestre do Maranhão ;MA;2009;2;42.000;10.399
01/11/2024;210.255;Campestre do Maranhão ;MA;2010;1;25.000;3.000
01/11/2024;210.255;Campestre do Maranhão ;MA;2014;1;72.000;13.042,55
01/11/2024;210.255;Campestre do Maranhão ;MA;2015;1;70.943;16.079,39
01/11/2024;210.270;Cantanhede ;MA;2009;1;40.324,98;6.326
01/11/2024;210.270;Cantanhede ;MA;2010;1;33.150;9.186
01/11/2024;210.275;Capinzal do Norte ;MA;2009;3;84.480;26.283
01/11/2024;210.275;Capinzal do Norte ;MA;2011;1;49.992;8.008
01/11/2024;210.275;Capinzal do Norte ;MA;2013;10;396.500;247.327,10
01/11/2024;210.275;Capinzal do Norte ;MA;2014;19;1.043.874;413.112,39
01/11/2024;210.275;Capinzal do Norte ;MA;2015;20;873.363;483.166,89
01/11/2024;210.275;Capinzal do Norte ;MA;2016;1;48.020;19.642,49
01/11/2024;210.275;Capinzal do Norte ;MA;2017;1;50.500;10.410,04
01/11/2024;210.275;Capinzal do Norte ;MA;2018;7;355.755;149.896,70
01/11/2024;210.275;Capinzal do Norte ;MA;2019;4;201.792,23;98.903,98
01/11/2024;210.275;Capinzal do Norte ;MA;2020;1;56.000;32.600
01/11/2024;210.275;Capinzal do Norte ;MA;2021;1;25.020;1.572,85
01/11/2024;210.275;Capinzal do Norte ;MA;2022;1;35.823,03;1.153,54
01/11/2024;210.275;Capinzal do Norte ;MA;2023;4;262.500;152.541,97
01/11/2024;210.275;Capinzal do Norte ;MA;2024;6;477.873;275.679,91
01/11/2024;210.280;Carolina ;MA;2010;4;204.792;54.417
01/11/2024;210.280;Carolina ;MA;2011;12;563.037;79.060
01/11/2024;210.280;Carolina ;MA;2012;3;149.500;32.317,25
01/11/2024;210.280;Carolina ;MA;2013;4;210.068,81;91.705,08
01/11/2024;210.280;Carolina ;MA;2014;11;795.178,40;155.027,81
01/11/2024;210.280;Carolina ;MA;2015;10;574.622,20;210.777,91
01/11/2024;210.280;Carolina ;MA;2016;2;97.817,45;24.021
01/11/2024;210.280;Carolina ;MA;2017;4;480.145,67;41.106,70
01/11/2024;210.280;Carolina ;MA;2018;1;50.000;7.510,12
01/11/2024;210.280;Carolina ;MA;2019;1;68.883,91;5.078,01
01/11/2024;210.280;Carolina ;MA;2022;1;180.000;0
01/11/2024;210.280;Carolina ;MA;2024;1;150.000;0
01/11/2024;210.290;Carutapera ;MA;2009;1;22.000;9.739
01/11/2024;210.290;Carutapera ;MA;2010;1;57.711;18.324
01/11/2024;210.290;Carutapera ;MA;2011;1;72.000;6.425
01/11/2024;210.290;Carutapera ;MA;2012;5;298.499,62;83.026,35
01/11/2024;210.290;Carutapera ;MA;2013;5;330.694;102.871,43
01/11/2024;210.290;Carutapera ;MA;2014;6;407.648;124.718,01
01/11/2024;210.290;Carutapera ;MA;2015;3;196.756;77.544
01/11/2024;210.290;Carutapera ;MA;2016;2;143.929;53.492
01/11/2024;210.290;Carutapera ;MA;2017;4;327.490;41.943,90
01/11/2024;210.290;Carutapera ;MA;2018;7;471.850;140.395,79
01/11/2024;210.290;Carutapera ;MA;2019;16;1.072.670;424.860,74
01/11/2024;210.290;Carutapera ;MA;2020;9;616.789;263.082,86
01/11/2024;210.290;Carutapera ;MA;2023;2;184.000;45.047,59
01/11/2024;210.300;Caxias ;MA;2009;108;1.810.683,47;602.245,94
01/11/2024;210.300;Caxias ;MA;2010;99;2.207.039,10;766.003,10
01/11/2024;210.300;Caxias ;MA;2011;36;1.584.580,77;208.604,70
01/11/2024;210.300;Caxias ;MA;2012;17;794.537,52;224.476,33
01/11/2024;210.300;Caxias ;MA;2013;47;3.722.088,53;906.030,57
01/11/2024;210.300;Caxias ;MA;2014;53;4.465.154,60;1.089.524,90
01/11/2024;210.300;Caxias ;MA;2015;48;4.677.441,19;697.568,23
01/11/2024;210.300;Caxias ;MA;2016;30;2.437.278,45;544.395,10
01/11/2024;210.300;Caxias ;MA;2017;36;3.560.139,31;377.171,66
01/11/2024;210.300;Caxias ;MA;2018;34;3.072.247,61;566.405,54
01/11/2024;210.300;Caxias ;MA;2019;50;4.845.786,23;1.078.388,61
01/11/2024;210.300;Caxias ;MA;2020;12;1.149.564;91.173,70
01/11/2024;210.300;Caxias ;MA;2021;2;246.250;7.034,93
01/11/2024;210.300;Caxias ;MA;2022;17;2.152.523,28;186.873,68
01/11/2024;210.300;Caxias ;MA;2023;46;5.598.784,22;590.931,97
01/11/2024;210.300;Caxias ;MA;2024;52;6.733.346,06;1.103.608,37
01/11/2024;210.310;Cedral ;MA;2012;1;49.999,22;15.233,04
01/11/2024;210.310;Cedral ;MA;2018;3;224.000;91.471,50
01/11/2024;210.310;Cedral ;MA;2020;1;68.000;32.600
01/11/2024;210.317;Centro Novo do Maranhão ;MA;2015;1;46.464;27.136
01/11/2024;210.317;Centro Novo do Maranhão ;MA;2017;8;488.397,49;171.832,55
01/11/2024;210.317;Centro Novo do Maranhão ;MA;2018;18;1.268.058,49;481.832,24
01/11/2024;210.317;Centro Novo do Maranhão ;MA;2019;15;1.095.852,45;437.662,49
01/11/2024;210.317;Centro Novo do Maranhão ;MA;2020;2;147.000;62.366
01/11/2024;210.317;Centro Novo do Maranhão ;MA;2023;35;3.826.786,84;550.440,40
01/11/2024;210.317;Centro Novo do Maranhão ;MA;2024;22;2.603.496,07;480.290,62
01/11/2024;210.320;Chapadinha ;MA;2009;11;569.052,72;169.703
01/11/2024;210.320;Chapadinha ;MA;2010;37;2.090.485,27;518.201
01/11/2024;210.320;Chapadinha ;MA;2011;65;3.025.630,26;194.928
01/11/2024;210.320;Chapadinha ;MA;2012;59;3.445.084,81;804.913,76
01/11/2024;210.320;Chapadinha ;MA;2013;53;3.515.769,23;925.835,87
01/11/2024;210.320;Chapadinha ;MA;2014;49;3.491.405,74;944.550,44
01/11/2024;210.320;Chapadinha ;MA;2015;33;2.691.687,80;537.765,23
01/11/2024;210.320;Chapadinha ;MA;2016;27;2.246.648,95;330.658,57
01/11/2024;210.320;Chapadinha ;MA;2017;17;1.500.149,87;232.200,89
01/11/2024;210.320;Chapadinha ;MA;2018;12;1.169.192;120.426,97
01/11/2024;210.320;Chapadinha ;MA;2019;20;1.957.113,86;293.880,17
01/11/2024;210.320;Chapadinha ;MA;2020;14;1.383.049,18;95.471,93
01/11/2024;210.320;Chapadinha ;MA;2021;6;523.420;76.436,50
01/11/2024;210.320;Chapadinha ;MA;2022;17;1.947.539,15;337.880,76
01/11/2024;210.320;Chapadinha ;MA;2023;25;3.045.479,47;330.670,64
01/11/2024;210.320;Chapadinha ;MA;2024;30;4.127.304,16;467.075,13
01/11/2024;210.325;Cidelândia ;MA;2009;3;215.000;8.817
01/11/2024;210.325;Cidelândia ;MA;2010;1;64.000;9.451
01/11/2024;210.330;Codó ;MA;2009;52;1.540.812,50;816.915
01/11/2024;210.330;Codó ;MA;2010;77;3.064.659;1.836.154
01/11/2024;210.330;Codó ;MA;2011;100;5.464.805,95;1.262.260
01/11/2024;210.330;Codó ;MA;2012;96;5.621.329,30;2.527.943,17
01/11/2024;210.330;Codó ;MA;2013;90;5.749.203,66;2.409.810,78
01/11/2024;210.330;Codó ;MA;2014;88;6.030.164,29;2.464.470,01
01/11/2024;210.330;Codó ;MA;2015;92;6.392.515,52;2.584.135,11
01/11/2024;210.330;Codó ;MA;2016;122;9.408.164,96;3.204.686,04
01/11/2024;210.330;Codó ;MA;2017;82;6.801.435,98;2.338.241,01
01/11/2024;210.330;Codó ;MA;2018;123;9.935.055,63;3.864.483,47
01/11/2024;210.330;Codó ;MA;2019;120;10.339.239,25;3.329.582,63
01/11/2024;210.330;Codó ;MA;2020;147;13.295.885,87;3.899.023,65
01/11/2024;210.330;Codó ;MA;2021;178;17.347.417,67;4.781.441,01
01/11/2024;210.330;Codó ;MA;2022;139;14.283.724,71;3.628.016,49
01/11/2024;210.330;Codó ;MA;2023;225;22.594.898,39;8.817.862,61
01/11/2024;210.330;Codó ;MA;2024;251;25.413.842,82;12.823.876,73
01/11/2024;210.340;Coelho Neto ;MA;2009;3;33.500;7.048
01/11/2024;210.340;Coelho Neto ;MA;2010;1;21.891,25;9.744
01/11/2024;210.340;Coelho Neto ;MA;2016;1;76.000;5.651,53
01/11/2024;210.340;Coelho Neto ;MA;2023;4;374.620,79;159.500,64
01/11/2024;210.340;Coelho Neto ;MA;2024;6;744.027,26;155.684,41
01/11/2024;210.350;Colinas ;MA;2009;2;56.225;16.536
01/11/2024;210.350;Colinas ;MA;2010;5;146.921;44.881
01/11/2024;210.350;Colinas ;MA;2011;2;96.000;9.000
01/11/2024;210.350;Colinas ;MA;2012;1;59.419,77;14.614,24
01/11/2024;210.350;Colinas ;MA;2013;15;969.073;285.778,71
01/11/2024;210.350;Colinas ;MA;2014;28;2.020.410,20;670.717,75
01/11/2024;210.350;Colinas ;MA;2015;31;2.392.177,98;631.412,72
01/11/2024;210.350;Colinas ;MA;2016;27;2.033.033,14;556.727,17
01/11/2024;210.350;Colinas ;MA;2017;36;2.662.123,95;789.577,23
01/11/2024;210.350;Colinas ;MA;2018;36;2.800.528,70;899.097,97
01/11/2024;210.350;Colinas ;MA;2019;30;2.682.600;591.010,48
01/11/2024;210.350;Colinas ;MA;2020;12;1.157.957,75;233.391,58
01/11/2024;210.350;Colinas ;MA;2021;3;245.600;20.586,38
01/11/2024;210.350;Colinas ;MA;2022;8;801.598,93;52.545,55
01/11/2024;210.350;Colinas ;MA;2023;12;1.570.548,91;226.080,76
01/11/2024;210.350;Colinas ;MA;2024;24;3.472.120,89;662.695,48
01/11/2024;210.360;Coroatá ;MA;2009;29;1.012.877,99;340.039
01/11/2024;210.360;Coroatá ;MA;2010;64;2.828.448,28;1.138.549
01/11/2024;210.360;Coroatá ;MA;2011;69;3.595.403,54;445.892
01/11/2024;210.360;Coroatá ;MA;2012;15;878.727;274.105,66
01/11/2024;210.360;Coroatá ;MA;2013;20;1.373.506,05;347.860,61
01/11/2024;210.360;Coroatá ;MA;2014;21;1.495.134,72;334.237,61
01/11/2024;210.360;Coroatá ;MA;2015;17;1.206.018;210.063,83
01/11/2024;210.360;Coroatá ;MA;2016;6;415.493;103.801,09
01/11/2024;210.360;Coroatá ;MA;2017;14;1.154.986,19;322.796,49
01/11/2024;210.360;Coroatá ;MA;2018;7;546.950,75;171.696,15
01/11/2024;210.360;Coroatá ;MA;2019;2;143.200;20.021,99
01/11/2024;210.360;Coroatá ;MA;2021;8;733.521,17;47.519,30
01/11/2024;210.360;Coroatá ;MA;2022;6;676.002,50;75.291,43
01/11/2024;210.360;Coroatá ;MA;2023;3;348.000;22.065,32
01/11/2024;210.360;Coroatá ;MA;2024;3;304.207,30;54.584,59
01/11/2024;210.370;Cururupu ;MA;2009;1;37.900;13.035
01/11/2024;210.370;Cururupu ;MA;2013;1;40.379;26.963,73
01/11/2024;210.370;Cururupu ;MA;2014;4;218.623,89;73.444,86
01/11/2024;210.370;Cururupu ;MA;2016;26;1.853.330,54;632.805,40
01/11/2024;210.370;Cururupu ;MA;2017;62;4.712.544;1.841.303,58
01/11/2024;210.370;Cururupu ;MA;2018;70;5.447.464,55;2.165.168,54
01/11/2024;210.370;Cururupu ;MA;2019;58;5.187.332,42;1.599.186,48
01/11/2024;210.370;Cururupu ;MA;2020;39;3.756.774,50;930.975,43
01/11/2024;210.370;Cururupu ;MA;2021;18;1.825.146,08;566.456,92
01/11/2024;210.370;Cururupu ;MA;2022;50;5.367.199,25;1.219.291,13
01/11/2024;210.370;Cururupu ;MA;2023;71;8.198.407,88;2.372.434,14
01/11/2024;210.370;Cururupu ;MA;2024;83;10.461.298,46;3.287.270,77
01/11/2024;210.375;Davinópolis ;MA;2009;1;42.000;18.035
01/11/2024;210.375;Davinópolis ;MA;2010;2;66.200;21.661
01/11/2024;210.375;Davinópolis ;MA;2024;3;452.090,99;62.002,30
01/11/2024;210.380;Dom Pedro ;MA;2009;3;61.130;14.828
01/11/2024;210.380;Dom Pedro ;MA;2010;2;50.000;8.510
01/11/2024;210.380;Dom Pedro ;MA;2011;4;193.950;0
01/11/2024;210.380;Dom Pedro ;MA;2012;1;15.500;5.389,03
01/11/2024;210.380;Dom Pedro ;MA;2013;5;328.934;96.389,02
01/11/2024;210.380;Dom Pedro ;MA;2014;5;373.409,53;73.835,99
01/11/2024;210.380;Dom Pedro ;MA;2015;8;612.979;98.862,99
01/11/2024;210.380;Dom Pedro ;MA;2016;14;1.033.499;310.767
01/11/2024;210.380;Dom Pedro ;MA;2017;17;1.301.069,60;335.920,22
01/11/2024;210.380;Dom Pedro ;MA;2018;12;939.945;288.304,93
01/11/2024;210.380;Dom Pedro ;MA;2019;4;326.000;69.875,75
01/11/2024;210.380;Dom Pedro ;MA;2020;1;88.000;9.027,65
01/11/2024;210.380;Dom Pedro ;MA;2023;5;595.351,60;84.342,64
01/11/2024;210.380;Dom Pedro ;MA;2024;29;3.328.078,32;1.064.373,99
01/11/2024;210.400;Esperantinópolis ;MA;2009;3;90.100;18.581
01/11/2024;210.400;Esperantinópolis ;MA;2010;5;236.876;37.141
01/11/2024;210.400;Esperantinópolis ;MA;2011;3;160.200;0
01/11/2024;210.400;Esperantinópolis ;MA;2014;1;29.600;21.770,26
01/11/2024;210.400;Esperantinópolis ;MA;2015;1;65.000;0
01/11/2024;210.400;Esperantinópolis ;MA;2022;1;96.000;3.091,31
01/11/2024;210.405;Estreito ;MA;2009;4;213.900;29.629
01/11/2024;210.405;Estreito ;MA;2010;7;427.498;92.961
01/11/2024;210.405;Estreito ;MA;2011;6;328.947,62;30.482
01/11/2024;210.405;Estreito ;MA;2012;7;423.001;137.269,28
01/11/2024;210.405;Estreito ;MA;2013;15;882.658,85;297.017,87
01/11/2024;210.405;Estreito ;MA;2014;16;1.139.215,51;289.604,01
01/11/2024;210.405;Estreito ;MA;2015;35;2.971.284,03;478.248,84
01/11/2024;210.405;Estreito ;MA;2016;28;2.155.637,36;383.868,78
01/11/2024;210.405;Estreito ;MA;2017;25;1.991.483,47;454.062,11
01/11/2024;210.405;Estreito ;MA;2018;7;594.513,10;103.607,57
01/11/2024;210.405;Estreito ;MA;2019;2;154.418,59;26.374,99
01/11/2024;210.405;Estreito ;MA;2023;3;463.676,72;28.348,83
01/11/2024;210.405;Estreito ;MA;2024;8;1.389.995,17;1.553,95
01/11/2024;210.409;Formosa da Serra Negra ;MA;2009;1;32.000;10.937
01/11/2024;210.409;Formosa da Serra Negra ;MA;2010;1;25.000;4.101
01/11/2024;210.409;Formosa da Serra Negra ;MA;2015;1;72.000;15.999,99
01/11/2024;210.409;Formosa da Serra Negra ;MA;2017;2;161.400;25.578,58
01/11/2024;210.410;Fortaleza dos Nogueiras ;MA;2009;1;20.000;3.710
01/11/2024;210.410;Fortaleza dos Nogueiras ;MA;2010;1;14.000;2.903
01/11/2024;210.410;Fortaleza dos Nogueiras ;MA;2016;1;81.000;0
01/11/2024;210.410;Fortaleza dos Nogueiras ;MA;2019;1;60.000;0
01/11/2024;210.410;Fortaleza dos Nogueiras ;MA;2020;1;64.000;0
01/11/2024;210.410;Fortaleza dos Nogueiras ;MA;2022;1;96.000;23.506,45
01/11/2024;210.410;Fortaleza dos Nogueiras ;MA;2023;1;106.000;28.184,85
01/11/2024;210.420;Fortuna ;MA;2009;21;445.100;104.134
01/11/2024;210.420;Fortuna ;MA;2010;13;380.532;89.814
01/11/2024;210.420;Fortuna ;MA;2011;4;140.535;4.000
01/11/2024;210.420;Fortuna ;MA;2012;3;167.037,80;47.431,49
01/11/2024;210.420;Fortuna ;MA;2013;4;251.158,20;45.207,10
01/11/2024;210.420;Fortuna ;MA;2014;6;418.430;56.379,09
01/11/2024;210.420;Fortuna ;MA;2015;9;536.912;147.862,04
01/11/2024;210.420;Fortuna ;MA;2016;1;67.334;4.443,90
01/11/2024;210.420;Fortuna ;MA;2017;1;57.900;18.099,99
01/11/2024;210.420;Fortuna ;MA;2020;1;69.750;20.999,99
01/11/2024;210.420;Fortuna ;MA;2021;1;47.602,80;0
01/11/2024;210.420;Fortuna ;MA;2023;1;96.000;13.570,45
01/11/2024;210.420;Fortuna ;MA;2024;3;383.300,12;108.061,38
01/11/2024;210.440;Gonçalves Dias ;MA;2009;3;51.400;12.463
01/11/2024;210.440;Gonçalves Dias ;MA;2010;4;214.868,10;42.390
01/11/2024;210.440;Gonçalves Dias ;MA;2011;2;89.000;9.000
01/11/2024;210.440;Gonçalves Dias ;MA;2012;4;213.933,38;38.004,91
01/11/2024;210.440;Gonçalves Dias ;MA;2013;4;237.391;45.513,74
01/11/2024;210.440;Gonçalves Dias ;MA;2014;5;288.000;64.329,87
01/11/2024;210.440;Gonçalves Dias ;MA;2015;5;377.700;72.243,96
01/11/2024;210.440;Gonçalves Dias ;MA;2016;1;79.534;4.537,51
01/11/2024;210.440;Gonçalves Dias ;MA;2017;2;145.000;15.467,73
01/11/2024;210.440;Gonçalves Dias ;MA;2019;2;115.747,63;51.666,42
01/11/2024;210.440;Gonçalves Dias ;MA;2022;6;621.688,82;151.348,95
01/11/2024;210.440;Gonçalves Dias ;MA;2023;12;1.310.828,91;254.455,53
01/11/2024;210.440;Gonçalves Dias ;MA;2024;5;510.800;209.079,10
01/11/2024;210.450;Governador Archer ;MA;2009;4;149.700;40.103
01/11/2024;210.450;Governador Archer ;MA;2010;15;524.802;136.743
01/11/2024;210.450;Governador Archer ;MA;2011;14;656.817,13;10.000
01/11/2024;210.450;Governador Archer ;MA;2012;5;246.340,80;58.344,86
01/11/2024;210.450;Governador Archer ;MA;2013;9;507.730;108.488
01/11/2024;210.450;Governador Archer ;MA;2014;19;1.171.832,23;243.900,23
01/11/2024;210.450;Governador Archer ;MA;2015;28;1.832.129;542.731,57
01/11/2024;210.450;Governador Archer ;MA;2016;13;873.854,38;264.187,09
01/11/2024;210.450;Governador Archer ;MA;2017;7;496.198,30;121.931,66
01/11/2024;210.450;Governador Archer ;MA;2018;1;62.820,20;21.862,33
01/11/2024;210.450;Governador Archer ;MA;2019;1;36.000;12.133,51
01/11/2024;210.450;Governador Archer ;MA;2021;1;46.899,99;1.128,60
01/11/2024;210.450;Governador Archer ;MA;2022;1;12.445;5.405,41
01/11/2024;210.450;Governador Archer ;MA;2023;1;48.700;8.938,61
01/11/2024;210.450;Governador Archer ;MA;2024;2;252.000;15.009,92
01/11/2024;210.455;Governador Edison Lobão ;MA;2010;1;7.600;2.360
01/11/2024;210.460;Governador Eugênio Barros ;MA;2009;3;53.500;9.571
01/11/2024;210.460;Governador Eugênio Barros ;MA;2010;13;385.780;179.200
01/11/2024;210.460;Governador Eugênio Barros ;MA;2011;11;449.590;50.810
01/11/2024;210.460;Governador Eugênio Barros ;MA;2012;5;285.700;63.980,65
01/11/2024;210.460;Governador Eugênio Barros ;MA;2013;8;467.823;105.181,51
01/11/2024;210.460;Governador Eugênio Barros ;MA;2014;5;262.459,47;72.053,65
01/11/2024;210.460;Governador Eugênio Barros ;MA;2015;3;225.000;15.999,99
01/11/2024;210.460;Governador Eugênio Barros ;MA;2016;1;62.000;4.327,33
01/11/2024;210.460;Governador Eugênio Barros ;MA;2024;1;108.000;36.750,59
01/11/2024;210.462;Governador Luiz Rocha ;MA;2009;1;15.000;3.143
01/11/2024;210.462;Governador Luiz Rocha ;MA;2015;3;205.000;14.857,85
01/11/2024;210.462;Governador Luiz Rocha ;MA;2019;1;61.000;18.878,15
01/11/2024;210.462;Governador Luiz Rocha ;MA;2024;1;128.000;38.149,14
01/11/2024;210.465;Governador Newton Bello ;MA;2009;1;9.440;12.245
01/11/2024;210.465;Governador Newton Bello ;MA;2010;1;60.000;0
01/11/2024;210.465;Governador Newton Bello ;MA;2011;1;51.200;9.000
01/11/2024;210.465;Governador Newton Bello ;MA;2012;1;55.800;13.233,04
01/11/2024;210.467;Governador Nunes Freire ;MA;2013;3;219.679;69.065,19
01/11/2024;210.467;Governador Nunes Freire ;MA;2014;12;937.032,39;248.740,77
01/11/2024;210.467;Governador Nunes Freire ;MA;2015;17;1.241.089,69;377.479,83
01/11/2024;210.467;Governador Nunes Freire ;MA;2016;8;556.170,96;162.783,76
01/11/2024;210.467;Governador Nunes Freire ;MA;2017;3;189.200;83.300
01/11/2024;210.467;Governador Nunes Freire ;MA;2018;2;133.415,78;63.366,58
01/11/2024;210.467;Governador Nunes Freire ;MA;2019;6;408.000;147.219,94
01/11/2024;210.470;Graça Aranha ;MA;2009;4;90.000;15.908
01/11/2024;210.470;Graça Aranha ;MA;2010;5;90.000;17.462
01/11/2024;210.470;Graça Aranha ;MA;2012;1;48.750;7.705,64
01/11/2024;210.470;Graça Aranha ;MA;2013;1;75.000;15.999,99
01/11/2024;210.470;Graça Aranha ;MA;2014;1;80.935;18.135
01/11/2024;210.470;Graça Aranha ;MA;2023;5;562.400;186.092,54
01/11/2024;210.470;Graça Aranha ;MA;2024;4;454.400;154.771,32
01/11/2024;210.480;Grajaú ;MA;2009;1;25.000;4.255
01/11/2024;210.480;Grajaú ;MA;2010;1;39.600;14.035
01/11/2024;210.480;Grajaú ;MA;2012;3;124.622,44;14.366,97
01/11/2024;210.480;Grajaú ;MA;2013;73;5.233.986,50;1.994.277,62
01/11/2024;210.480;Grajaú ;MA;2014;74;6.330.245,52;1.573.725,78
01/11/2024;210.480;Grajaú ;MA;2015;73;6.956.805;1.182.536,70
01/11/2024;210.480;Grajaú ;MA;2016;22;2.075.156,99;177.826,28
01/11/2024;210.480;Grajaú ;MA;2017;9;819.672,20;83.634,44
01/11/2024;210.480;Grajaú ;MA;2018;14;1.213.804,07;360.643,01
01/11/2024;210.480;Grajaú ;MA;2019;2;135.460,48;38.239,12
01/11/2024;210.480;Grajaú ;MA;2020;17;835.362,39;188.739,27
01/11/2024;210.480;Grajaú ;MA;2021;1;60.273,21;11.958,41
01/11/2024;210.480;Grajaú ;MA;2022;1;70.800;0
01/11/2024;210.480;Grajaú ;MA;2023;3;381.840;69.645,55
01/11/2024;210.480;Grajaú ;MA;2024;3;397.200;100.895,63
01/11/2024;210.490;Guimarães ;MA;2017;1;64.800;23.213,99
01/11/2024;210.500;Humberto de Campos ;MA;2009;19;956.831,85;201.177
01/11/2024;210.500;Humberto de Campos ;MA;2010;11;561.538,36;130.270
01/11/2024;210.500;Humberto de Campos ;MA;2011;10;546.483,22;3.000
01/11/2024;210.500;Humberto de Campos ;MA;2012;1;55.387,57;16.233,04
01/11/2024;210.500;Humberto de Campos ;MA;2013;2;132.000;15.999,99
01/11/2024;210.500;Humberto de Campos ;MA;2014;13;976.532,86;224.052,89
01/11/2024;210.500;Humberto de Campos ;MA;2015;16;1.201.940;317.466,88
01/11/2024;210.500;Humberto de Campos ;MA;2016;5;385.577;81.999,45
01/11/2024;210.500;Humberto de Campos ;MA;2018;1;76.800;0
01/11/2024;210.500;Humberto de Campos ;MA;2020;1;59.302,80;6.509,14
01/11/2024;210.510;Icatu ;MA;2009;1;63.800;10.035
01/11/2024;210.510;Icatu ;MA;2010;9;468.443,26;101.061
01/11/2024;210.510;Icatu ;MA;2011;7;319.070;9.000
