date,store_number,store_name,city,category_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
2022-02-07,4552,CASEY'S GENERAL STORE #2493 / BUFFALO,BUFFALO,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-02-03,4291,FAREWAY STORES #597 / CRESTON,CRESTON,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-06-23,4472,QUICK SHOP FOODS / CENTERVILLE,CENTERVILLE,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2021-05-28,2606,HY-VEE WINE AND SPIRITS / HUMBOLDT,HUMBOLDT,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-07-02,2509,HY-VEE / DRUGTOWN #1 (7020) / CEDAR RAPIDS,CEDAR RAPIDS,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-04-14,6242,WALL TO WALL WINE AND SPIRITS / WEST DES MOINES,WEST DES MOINES,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-12-09,6195,DT LIQUOR LLC / DEWITT,DEWITT,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-04-13,4591,CASEY'S GENERAL STORE #3052 / CLARION,CLARION,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-11-14,2691,HY-VEE FAST & FRESH - DES MOINES,URBANDALE,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,52.4,78.6,1,78.6,0.05,0.01
2023-12-18,5356,CASEY'S GENERAL STORE # 3561/ CEDAR RAPIDS,CEDAR RAPIDS,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-09-25,2556,HY-VEE WINE AND SPIRITS (1170) / ESTHERVILLE,ESTHERVILLE,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,52.4,78.6,1,77.4,0.05,0.01
2023-05-26,2566,HY-VEE FOOD STORE (1353) / KNOXVILLE,KNOXVILLE,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2021-01-11,2619,HY-VEE WINE AND SPIRITS / WDM,WEST DES MOINES,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-01-16,5989,CASEY'S GENERAL STORE #1134 / GRINNELL,GRINNELL,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-03-14,5832,CASEY'S GENERAL STORE #1605 / HAMPTON,HAMPTON,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2021-07-08,4129,CYCLONE LIQUORS,AMES,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-07-22,4602,CHEAP SMOKES / BEER CITY,PACIFIC JUNCTION,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-07-10,10270,LIQUOR LOVERS  / ANKENY,ANKENY,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-07-25,6044,CASEY'S GENERAL STORE #2297 / WDM,WEST DES MOINES,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-06-18,5800,BREW GAS COFFEE WINE SPIRITS,SIOUX CITY,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-03-23,2648,HY-VEE #4 / WDM,WEST DES MOINES,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2020-06-01,5656,CODY MART GAS & LIQUOR,LE CLAIRE,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,60.0,90.0,1,90.0,0.05,0.01
2023-05-17,5762,CASEY'S GENERAL STORE #1329 / ESTHERVILLE,ESTHERVILLE,WHISKEY LIQUEUR,100413,FIREBALL CINNAMON WHISKEY PARTY BUCKET,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-02-02,10245,TWO RIVERS / COLUMBUS JUNCTION,COLUMBUS JUNCTION,IMPORTED VODKAS,100490,ABSOLUT MINI BAR,24,50,3.49,5.24,1,5.24,0.05,0.01
2023-12-15,10245,TWO RIVERS / COLUMBUS JUNCTION,COLUMBUS JUNCTION,IMPORTED VODKAS,100490,ABSOLUT MINI BAR,24,50,3.49,5.24,1,5.24,0.05,0.01
2018-06-04,4169,SUPER QUICK 2 / HUBBELL,DES MOINES,TEMPORARY & SPECIALTY PACKAGES,100531,CRYSTAL HEAD VODKA MINI PATRIOTIC PACKAGE,18,50,13.59,20.39,1,20.39,0.05,0.01
2023-11-14,3784,HARTIG DRUG #14 / INDEPENDENCE,INDEPENDENCE,TEMPORARY & SPECIALTY PACKAGES,100535,FIREBALL GIFT BOX,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-11-02,5489,CASEY'S GENERAL STORE #1550 / WINFIELD,WINFIELD,TEMPORARY & SPECIALTY PACKAGES,100535,FIREBALL GIFT BOX,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-12-05,5159,KIMMES ROCKWELL CITY COUNTRY STORE #,ROCKWELL CITY,TEMPORARY & SPECIALTY PACKAGES,100535,FIREBALL GIFT BOX,1,50,51.6,77.4,1,77.4,0.05,0.01
2020-06-23,4201,FAREWAY STORES #022 / SIOUX CITY,SIOUX CITY,SCOTCH WHISKIES,100612,JOHNNIE WALKER MINI DISCOVERY PACK,12,50,21.5,32.25,1,32.25,0.05,0.01
2020-09-15,3723,J D SPIRITS LIQUOR,ONAWA,SCOTCH WHISKIES,100612,JOHNNIE WALKER MINI DISCOVERY PACK,12,50,21.5,32.25,1,32.25,0.05,0.01
2020-03-26,5684,FIVE CORNERS LIQUOR & WINE,CEDAR FALLS,SCOTCH WHISKIES,100612,JOHNNIE WALKER MINI DISCOVERY PACK,12,50,21.5,32.25,1,32.25,0.05,0.01
2020-02-17,5741,HASS MARKET,CLINTON,SCOTCH WHISKIES,100612,JOHNNIE WALKER MINI DISCOVERY PACK,12,50,21.5,32.25,1,32.25,0.05,0.01
2021-10-06,3990,CORK AND BOTTLE / OSKALOOSA,OSKALOOSA,TEMPORARY & SPECIALTY PACKAGES,100771,PLATINUM 7X VODKA CANDY CANE,1,50,25.8,38.7,1,38.7,0.05,0.01
2020-10-27,2650,HY-VEE WINE AND SPIRITS / HARLAN,HARLAN,AMERICAN VODKAS,100771,PLATINUM 7X VODKA CANDY CANE,1,50,30.0,45.0,1,45.0,0.05,0.01
2021-11-12,3849,HARTIG DRUG CO #6 / DYERSVILLE,DYERSVILLE,TEMPORARY & SPECIALTY PACKAGES,100771,PLATINUM 7X VODKA CANDY CANE,1,50,25.8,38.7,1,38.7,0.05,0.01
2020-02-07,5425,SPIRITS LIQUOR,GRIMES,TEMPORARY & SPECIALTY PACKAGES,100802,MAKERS MARK MINI W/RIBBONS,12,50,8.0,12.0,1,12.0,0.05,0.01
2022-10-24,4025,KARAM KAUR KHASRIYA LLC,BELLE PLAINE,TEMPORARY & SPECIALTY PACKAGES,100815,BAILEYS MINI MULTI PACK,6,50,12.5,18.75,1,18.75,0.05,0.01
2021-09-20,2633,HY-VEE #3 / BDI / DES MOINES,DES MOINES,TEMPORARY & SPECIALTY PACKAGES,100847,FIREBALL CANDY CANES,1,50,51.6,77.4,1,77.4,0.05,0.01
2021-09-22,5533,FAREWAY STORES #183 / FLEUR,DES MOINES,TEMPORARY & SPECIALTY PACKAGES,100847,FIREBALL CANDY CANES,1,50,51.6,77.4,1,77.4,0.05,0.01
2021-12-10,2506,HY-VEE #1044 / BURLINGTON,BURLINGTON,TEMPORARY & SPECIALTY PACKAGES,100847,FIREBALL CINNAMON WHISKEY CANDY CANES,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-12-04,4518,CASEY'S GENERAL STORE #2824 / WDM,WEST DES MOINES,TEMPORARY & SPECIALTY PACKAGES,100847,FIREBALL CINNAMON WHISKEY CANDY CANES,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-10-19,4971,FAREWAY STORES #138 / PLEASANT HILL,PLEASANT HILL,TEMPORARY & SPECIALTY PACKAGES,100847,FIREBALL CINNAMON WHISKEY CANDY CANES,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-10-26,6011,CASEY'S GENERAL STORE #2437 / MASON CITY,MASON CITY,TEMPORARY & SPECIALTY PACKAGES,100847,FIREBALL CINNAMON WHISKEY CANDY CANES,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-12-08,5860,KUM & GO #0217 -AMES,AMES,TEMPORARY & SPECIALTY PACKAGES,100847,FIREBALL CINNAMON WHISKEY CANDY CANES,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-12-07,5836,CASEY'S GENERAL STORE #1612 / MOUNT PLEASANT,MOUNT PLEASANT,TEMPORARY & SPECIALTY PACKAGES,100847,FIREBALL CINNAMON WHISKEY CANDY CANES,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-12-12,6236,WESTSIDE SPIRITS / CEDAR RAPIDS,CEDAR RAPIDS,TEMPORARY & SPECIALTY PACKAGES,100847,FIREBALL CINNAMON WHISKEY CANDY CANES,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-04-28,2566,HY-VEE FOOD STORE (1353) / KNOXVILLE,KNOXVILLE,AMERICAN CORDIALS & LIQUEURS,100861,99 PARTY BUCKET MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-04-25,6003,CASEY'S GENERAL STORE #2298 / AMES,AMES,AMERICAN CORDIALS & LIQUEURS,100861,99 PARTY BUCKET MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-02-07,6284,CASEY'S #3962 / SIOUX CITY,SIOUX CITY,AMERICAN CORDIALS & LIQUEURS,100861,99 PARTY BUCKET MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-10-20,2613,HY-VEE FOOD STORE #1 / COUNCIL BLUFFS,COUNCIL BLUFFS,AMERICAN CORDIALS & LIQUEURS,100861,99 PARTY BUCKET MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-05-09,4993,SITE FOOD MART,KEOKUK,AMERICAN CORDIALS & LIQUEURS,100861,99 PARTY BUCKET MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-05-13,5417,CASEY'S GENERAL STORE # 2792/CEDAR RAPIDS,CEDAR RAPIDS,AMERICAN CORDIALS & LIQUEURS,100861,99 PARTY BUCKET MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-03-11,4516,CASEY'S GENERAL STORE #1569 / OAKLAND,OAKLAND,AMERICAN CORDIALS & LIQUEURS,100861,99 PARTY BUCKET MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-04-10,10138,BRADY MART / DAVENPORT,DAVENPORT,AMERICAN CORDIALS & LIQUEURS,100861,99 PARTY BUCKET MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-02-08,10093,CASEY'S #6117 / COUNCIL BLUFFS,COUNCIL BLUFFS,AMERICAN CORDIALS & LIQUEURS,100861,99 PARTY BUCKET MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-02-13,5593,GRANDVIEW MART,MUSCATINE,AMERICAN CORDIALS & LIQUEURS,100861,99 PARTY BUCKET MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-12-13,2595,HY-VEE WINE AND SPIRITS / DENISON,DENISON,AMERICAN CORDIALS & LIQUEURS,100861,99 PARTY BUCKET MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-07-20,10306,ATLANTIC LIQUOR / ATLANTIC,ATLANTIC,AMERICAN CORDIALS & LIQUEURS,100861,99 PARTY BUCKET MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-06-12,5279,CASEY'S GENERAL STORE # 2560/ AMES,AMES,AMERICAN CORDIALS & LIQUEURS,100861,99 PARTY BUCKET MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-03-03,5752,CASEY'S GENERAL STORE #2481 / BLOOMFIELD,BLOOMFIELD,AMERICAN CORDIALS & LIQUEURS,100861,99 PARTY BUCKET MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-03-12,5232,CASEY'S GENERAL STORE #27  /  AUDUBO,AUDUBON,AMERICAN CORDIALS & LIQUEURS,100861,99 PARTY BUCKET MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-07-14,2607,HY-VEE WINE AND SPIRITS / SHENANDOAH,SHENANDOAH,AMERICAN CORDIALS & LIQUEURS,100861,99 PARTY BUCKET MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-04-26,5979,CASEY'S GENERAL STORE #2665 / WOODBINE,WOODBINE,AMERICAN CORDIALS & LIQUEURS,100861,99 PARTY BUCKET MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-10-10,2572,HY-VEE FOOD STORE / CEDAR FALLS,CEDAR FALLS,TEMPORARY & SPECIALTY PACKAGES,100862,99 BRAND CANDY CANES MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-02-07,10190,CASEY'S GENERAL STORE #2608 / SIOUX CITY,SIOUX CITY,TEMPORARY & SPECIALTY PACKAGES,100938,FIREBALL VALENTINE PACK,1,50,51.6,77.4,1,77.4,0.05,0.01
2021-09-29,2675,HY-VEE #2 / CORALVILLE,CORALVILLE,TEMPORARY & SPECIALTY PACKAGES,101037,ROMANA SAMBUCA HOLIDAY MINIS,30,50,2.0,3.0,1,3.0,0.05,0.01
2022-03-04,4320,FAREWAY STORES #470 / PERRY,PERRY,WHISKEY LIQUEUR,101046,FIREBALL CINNAMON WHISKEY PARTY COOLER,6,50,8.6,12.9,1,12.9,0.05,0.01
2021-07-28,5882,HOMETOWN FOODS / STATE CENTER,STATE CENTER,TEMPORARY & SPECIALTY PACKAGES,101126,JIM BEAM FLAVORS 50ML VARIETY PACK,12,50,5.0,7.5,1,7.5,0.05,0.01
2022-11-03,10029,ROYAL MART / DES MOINES,DES MOINES,TEMPORARY & SPECIALTY PACKAGES,101151,FIREBALL CINNAMON WHISKEY ADULT TRICK OR TREAT BAG MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-11-18,4232,"ELLIOTT'S GENERAL STORE,",MORAVIA,TEMPORARY & SPECIALTY PACKAGES,101151,FIREBALL CINNAMON WHISKEY ADULT TRICK OR TREAT BAG MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-10-06,6299,CASEY'S #3953 / DES MOINES,DES MOINES,TEMPORARY & SPECIALTY PACKAGES,101151,FIREBALL CINNAMON WHISKEY ADULT TRICK OR TREAT BAG MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2021-10-04,2698,HY-VEE GAS #4 - WDM,WEST DES MOINES,TEMPORARY & SPECIALTY PACKAGES,101151,FIREBALL CINNAMON WHISKEY ADULT TRICK OR TREAT BAG MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-10-24,4126,SAM'S MAINSTREET MARKET / SOLON,SOLON,TEMPORARY & SPECIALTY PACKAGES,101151,FIREBALL CINNAMON WHISKEY ADULT TRICK OR TREAT BAG MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-09-10,5332,CASEY'S GENERAL STORE # 3507/ GRIMES,GRIMES,TEMPORARY & SPECIALTY PACKAGES,101151,FIREBALL CINNAMON WHISKEY ADULT TRICK OR TREAT BAG MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-09-13,4513,CASEY'S GENERAL STORE #1144 / POLK CITY,POLK CITY,TEMPORARY & SPECIALTY PACKAGES,101151,FIREBALL CINNAMON WHISKEY ADULT TRICK OR TREAT BAG MINI,1,50,52.4,78.6,1,78.6,0.05,0.01
2021-09-30,4877,WORLD LIQUOR & TOBACCO,CLIVE,TEMPORARY & SPECIALTY PACKAGES,101151,FIREBALL HALLOWEEN ADULT TRICK-OR-TREAT BAG MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-09-10,5480,CASEY'S GENERAL STORE #3385 / ORANGE CITY,ORANGE CITY,TEMPORARY & SPECIALTY PACKAGES,101151,FIREBALL CINNAMON WHISKEY ADULT TRICK OR TREAT BAG MINI,1,50,52.4,78.6,1,78.6,0.05,0.01
2022-09-27,5079,CASEY'S GENERAL STORE #2489 / DENISO,DENISON,TEMPORARY & SPECIALTY PACKAGES,101151,FIREBALL CINNAMON WHISKEY ADULT TRICK OR TREAT BAG MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-09-11,6019,CASEY'S GENERAL STORE #3888 / ANKENY,ANKENY,TEMPORARY & SPECIALTY PACKAGES,101151,FIREBALL CINNAMON WHISKEY ADULT TRICK OR TREAT BAG MINI,1,50,52.4,78.6,1,78.6,0.05,0.01
2024-10-30,5069,CASEY'S GENERAL STORE #1705 / LAKE M,LAKE MILLS,TEMPORARY & SPECIALTY PACKAGES,101151,FIREBALL CINNAMON WHISKEY ADULT TRICK OR TREAT BAG MINI,1,50,52.4,78.6,1,78.6,0.05,0.01
2024-09-17,5817,CASEY'S GENERAL STORE #1950 / GRINNELL,GRINNELL,TEMPORARY & SPECIALTY PACKAGES,101151,FIREBALL CINNAMON WHISKEY ADULT TRICK OR TREAT BAG MINI,1,50,52.4,78.6,1,78.6,0.05,0.01
2024-03-21,5539,CASEY'S GENERAL STORE #1901 / DES MOINES,DES MOINES,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-09-26,5766,CASEY'S GENERAL STORE #2944 / MUSCATINE,MUSCATINE,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-09-21,5058,KUM & GO #542 / URBANDALE,URBANDALE,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-08-09,5728,BEER THIRTY DENISON,DENISON,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-08-01,6005,CASEY'S GENERAL STORE #2865 / CEDAR FALLS,CEDAR FALLS,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-03-22,4516,CASEY'S GENERAL STORE #1569 / OAKLAND,OAKLAND,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-08-08,4608,CASEY'S GENERAL STORE #3050 / COUNCIL BLUFFS,COUNCIL BLUFFS,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-07-14,5109,CASEY'S GENERAL STORE #3404 / CARLIS,CARLISLE,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-10-14,5766,CASEY'S GENERAL STORE #2944 / MUSCATINE,MUSCATINE,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,52.4,78.6,1,78.6,0.05,0.01
2023-08-17,5982,CASEY'S GENERAL STORE #6 / ALTOONA,ALTOONA,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-02-15,6003,CASEY'S GENERAL STORE #2298 / AMES,AMES,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-06-27,10195,STAR / DENISON,DENISON,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-04-26,5191,CASEY'S GENERAL STORE #1534 / GUTHRI,GUTHRIE CENTER,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-06-03,5831,CASEY'S GENERAL STORE #1828 / WEBSTER CITY,WEBSTER CITY,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-08-14,5962,CASEY'S GENERAL STORE #62 / POMEROY,POMEROY,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-02-13,10283,CASEY'S GENERAL STORE # 2889 / SIOUX CITY,SIOUX CITY,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-05-16,6057,KUM & GO #0731 / DES MOINES,DES MOINES,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-09-10,4492,CASEY'S GENERAL STORE #2773 / CEDAR RAPIDS,CEDAR RAPIDS,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,52.4,78.6,1,77.4,0.05,0.01
2024-02-16,5081,CASEY'S GENERAL STORE #3035 / ATLANT,ATLANTIC,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-11-14,5561,CASEY'S GENERAL STORE #32 / MADRID,MADRID,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,52.4,78.6,1,78.6,0.05,0.01
2024-10-21,4467,KUM & GO #438 / MUSCATINE,MUSCATINE,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,52.4,78.6,1,78.6,0.05,0.01
2024-11-13,4499,CASEY'S GENERAL STORE #1316 / MILFORD,MILFORD,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,52.4,78.6,1,78.6,0.05,0.01
2024-11-11,2573,HY-VEE FOOD STORE / MUSCATINE,MUSCATINE,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,52.4,78.6,1,78.6,0.05,0.01
2024-09-24,5720,CASEY'S GENERAL STORE #1921- ACKLEY,ACKLEY,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,52.4,78.6,1,77.4,0.05,0.01
2024-09-20,5777,CASEY'S GENERAL STORE #2610 / ATLANTIC,ATLANTIC,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,52.4,78.6,1,77.4,0.05,0.01
2024-03-12,6000,PORTERS CONVENIENCE 66 / CLINTON,CLINTON,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-12-06,5565,CASEY'S GENERAL STORE #2689 / ANKENY,ANKENY,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-03-16,5068,TOBACCO SHOP / ARNOLDS PARK,ARNOLDS PARK,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,12,50,4.3,6.45,1,6.45,0.05,0.01
2023-06-22,4428,KUM & GO #200 / AMES,AMES,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-05-29,5622,CASEY'S GENERAL STORE #3044 / SHELDON,SHELDON,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-06-17,5830,CASEY'S GENERAL STORE #1911 / NEWTON,NEWTON,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-06-27,4540,CASEY'S GENERAL STORE #2915 / BELLEVUE,BELLEVUE,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-09-23,4549,CASEY'S GENERAL STORE #2913 / COLO,COLO,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,52.4,78.6,1,77.4,0.05,0.01
2024-01-23,4444,KUM & GO #4127 / SLOAN,SLOAN,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-01-03,5343,FROHLICH'S SUPER VALU,COON RAPIDS,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-06-09,4414,KUM & GO #23 / NEOLA,NEOLA,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-06-29,4353,KUM & GO #302 / CLEAR LAKE,CLEAR LAKE,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-11-08,5406,CASEY'S GENERAL STORE # 2918/ CORALVILLE,CORALVILLE,AMERICAN SCHNAPPS,101180,99 FRUITS MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2020-10-23,5373,SODES GREEN ACRE,GUTTENBERG,TEMPORARY & SPECIALTY PACKAGES,101239,WHISTLEPIG RYE PIGLETS MINI,12,50,10.0,15.0,1,15.0,0.05,0.01
2020-11-12,5941,PRIME MART - CEDAR FALLS,CEDAR FALLS,TEMPORARY & SPECIALTY PACKAGES,101239,WHISTLEPIG RYE PIGLETS MINI,12,50,10.0,15.0,1,15.0,0.05,0.01
2022-09-15,4988,HAPPY'S WINE & SPIRITS,CEDAR FALLS,TEMPORARY & SPECIALTY PACKAGES,101284,GLEN MORAY TASTING COLLECTION MINIS,12,50,9.64,14.46,1,14.46,0.05,0.01
2021-10-25,5481,TOBACCO OUTLET & LIQUOR,CEDAR RAPIDS,BLENDED WHISKIES,101355,SKREWBALL PEANUT BUTTER WHISKEY MINI KREW PACKAGE,15,50,11.2,16.8,1,16.8,0.05,0.01
2022-06-21,4185,FAREWAY STORES #737 / GRINNELL,GRINNELL,BLENDED WHISKIES,101355,SKREWBALL PEANUT BUTTER WHISKEY MINI KREW PACKAGE,15,50,11.2,16.8,1,16.8,0.05,0.01
2023-01-09,5847,MOTI'S FOOD,DAVENPORT,BLENDED WHISKIES,101355,SKREWBALL PEANUT BUTTER WHISKEY MINI KREW PACKAGE,15,50,11.2,16.8,1,16.8,0.05,0.01
2023-09-28,5428,CASEY'S GENERAL STORE # 2789/ CEDAR RAPIDS,CEDAR RAPIDS,TEMPORARY & SPECIALTY PACKAGES,101472,99 BRAND ADULT VARIETY TRICK & TREAT BAG,1,50,51.6,77.4,1,77.4,0.05,0.01
2021-10-15,2518,HY-VEE WINE AND SPIRITS / RED OAK,RED OAK,TEMPORARY & SPECIALTY PACKAGES,101472,99 BRAND ADULT VARIETY TRICK & TREAT BAG,1,50,51.66,77.49,1,77.49,0.05,0.01
