date,store_number,store_name,city,category_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
2023-09-26,2709,HY-VEE FAST AND FRESH - DUBUQUE,DUBUQUE,STRAIGHT BOURBON WHISKIES,28275,JIM BEAM PEACH MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
2024-02-12,5091,KUM & GO #1436 / MUSCATINE,MUSCATINE,STRAIGHT BOURBON WHISKIES,28275,JIM BEAM PEACH MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
2023-02-01,2648,HY-VEE #4 / WDM,WEST DES MOINES,STRAIGHT BOURBON WHISKIES,28275,JIM BEAM PEACH MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
2022-06-10,2607,HY-VEE WINE AND SPIRITS / SHENANDOAH,SHENANDOAH,STRAIGHT BOURBON WHISKIES,28275,JIM BEAM PEACH MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
2022-08-08,4921,MARKET EXPRESS,CEDAR RAPIDS,STRAIGHT BOURBON WHISKIES,28275,JIM BEAM PEACH MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
2023-03-28,5197,KUM & GO #201 / CORALVILLE,CORALVILLE,STRAIGHT BOURBON WHISKIES,28275,JIM BEAM PEACH MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
2020-04-14,2661,HY-VEE FOOD STORE / SHELDON,SHELDON,STRAIGHT BOURBON WHISKIES,28275,JIM BEAM PEACH MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
2020-01-27,2619,HY-VEE WINE AND SPIRITS / WDM,WEST DES MOINES,STRAIGHT BOURBON WHISKIES,28275,JIM BEAM PEACH MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
2019-08-06,4647,B AND B EAST / WATERLOO,WATERLOO,STRAIGHT BOURBON WHISKIES,28275,JIM BEAM PEACH MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
2023-10-20,6140,ROYAL FOOD & LIQUOR / DES MOINES,DES MOINES,STRAIGHT BOURBON WHISKIES,28275,JIM BEAM PEACH MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
2021-09-29,4428,KUM & GO #200 / AMES,AMES,STRAIGHT BOURBON WHISKIES,28275,JIM BEAM PEACH MINI,12,50,7.0,10.5,1,8.1,0.05,0.01
2022-11-18,4402,KUM & GO #80 / RIVERSIDE,RIVERSIDE,STRAIGHT BOURBON WHISKIES,28275,JIM BEAM PEACH MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
2024-05-01,4793,FORT MADISON FAST BREAK,FORT MADISON,STRAIGHT BOURBON WHISKIES,28275,JIM BEAM PEACH MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
2023-06-02,4853,KUM & GO #62 / JOHNSTON,JOHNSTON,STRAIGHT BOURBON WHISKIES,28275,JIM BEAM PEACH MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
2023-04-25,2549,HY-VEE FOOD STORE (1271) / INDIANOLA,INDIANOLA,STRAIGHT BOURBON WHISKIES,28275,JIM BEAM PEACH MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
2022-11-15,5567,KUM & GO #3504 / IOWA CITY,IOWA CITY,STRAIGHT BOURBON WHISKIES,28275,JIM BEAM PEACH MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
2024-07-05,2679,HY-VEE FAST & FRESH/ALTOONA,ALTOONA,STRAIGHT BOURBON WHISKIES,28275,JIM BEAM PEACH MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
2023-08-02,2590,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,CEDAR RAPIDS,STRAIGHT BOURBON WHISKIES,28275,JIM BEAM PEACH MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
2023-02-08,4429,KUM & GO #32 / COLFAX,COLFAX,STRAIGHT BOURBON WHISKIES,28275,JIM BEAM PEACH MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
2024-01-17,4160,FAREWAY STORES #034 / IOWA CITY,IOWA CITY,STRAIGHT BOURBON WHISKIES,28275,JIM BEAM PEACH MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
2023-09-13,2517,HY-VEE FOOD STORE #1 (1449) / NEWTON,NEWTON,STRAIGHT BOURBON WHISKIES,28275,JIM BEAM PEACH MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
2023-06-29,2538,HY-VEE FOOD STORE #3 (1866) / WATERLOO,WATERLOO,STRAIGHT BOURBON WHISKIES,28275,JIM BEAM PEACH MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
2024-04-03,2590,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,CEDAR RAPIDS,STRAIGHT BOURBON WHISKIES,28275,JIM BEAM PEACH MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
2022-05-16,4566,KUM & GO #508 / CEDAR RAPIDS,CEDAR RAPIDS,STRAIGHT BOURBON WHISKIES,28275,JIM BEAM PEACH MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
2021-04-27,5772,CASEY'S GENERAL STORE #1062 / WINTERSET,WINTERSET,IMPORTED DRY GINS,28894,BOMBAY BRAMBLE MINI,1,50,120.0,180.0,1,180.0,0.05,0.01
2021-09-08,2578,HY-VEE / CHARLES CITY,CHARLES CITY,AMERICAN DRY GINS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,50,3.3,4.95,1,4.95,0.05,0.01
2022-03-02,2647,HY-VEE #7 / CEDAR RAPIDS,CEDAR RAPIDS,AMERICAN DRY GINS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,50,3.3,4.95,1,4.95,0.05,0.01
2020-03-10,5511,THE DEPOT NORTH LIBERTY,NORTH LIBERTY,AMERICAN DRY GINS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,50,3.3,4.95,1,4.95,0.05,0.01
2021-04-30,5545,CASEY'S GENERAL STORE #91 / DALLAS CENTER,DALLAS CENTER,AMERICAN DRY GINS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,50,3.3,4.95,1,4.95,0.05,0.01
2019-08-02,5600,H & A MINI MART,DES MOINES,AMERICAN DRY GINS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,50,3.3,4.95,1,4.95,0.05,0.01
2020-09-09,5952,TOBACCO OUTLET PLUS #537 / IOWA CITY,IOWA CITY,AMERICAN DRY GINS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,50,3.3,4.95,1,4.95,0.05,0.01
2024-08-19,2648,HY-VEE #4 / WDM,WEST DES MOINES,AMERICAN DRY GINS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,50,3.3,4.95,1,4.95,0.05,0.01
2021-09-30,5439,MT. PLEASANT FAST BREAK,MOUNT PLEASANT,AMERICAN DRY GINS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,50,3.3,4.95,1,4.95,0.05,0.01
2020-01-17,3963,TOBACCO HUT #14 / COUNCIL BLUFFS,COUNCIL BLUFFS,AMERICAN DRY GINS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,50,3.3,4.95,1,4.95,0.05,0.01
2019-11-12,2637,HY-VEE #5 / DAVENPORT,DAVENPORT,AMERICAN DRY GINS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,50,3.3,4.95,1,4.95,0.05,0.01
2021-07-19,2616,HY-VEE FOOD AND DRUG / CLINTON,CLINTON,AMERICAN DRY GINS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,50,3.3,4.95,1,4.95,0.05,0.01
2019-11-07,4941,KUM & GO #170 / URBANDALE,URBANDALE,AMERICAN DRY GINS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,50,3.3,4.95,1,4.95,0.05,0.01
2022-12-19,2648,HY-VEE #4 / WDM,WEST DES MOINES,AMERICAN DRY GINS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,50,3.3,4.95,1,4.95,0.05,0.01
2019-11-18,2670,HY-VEE FOOD STORE / CORALVILLE,CORALVILLE,AMERICAN DRY GINS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,50,3.3,4.95,1,4.95,0.05,0.01
2020-04-30,5254,DISCOUNT LIQUOR,CEDAR RAPIDS,AMERICAN DRY GINS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,50,3.3,4.95,1,4.95,0.05,0.01
2022-12-12,4787,380BP / SWISHER,SWISHER,AMERICAN DRY GINS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,50,3.3,4.95,1,4.95,0.05,0.01
2019-11-26,5380,TRANSIT GENERAL STORE,SIOUX CITY,AMERICAN DRY GINS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,50,3.3,4.95,1,4.95,0.05,0.01
2020-08-20,2190,"CENTRAL CITY LIQUOR, INC.",DES MOINES,AMERICAN DRY GINS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,50,3.3,4.95,1,4.95,0.05,0.01
2021-02-09,6036,SUPER MART / OELWEIN,OELWEIN,FLAVORED GIN,33111,INDOGGO STRAWBERRY GIN MINI,6,50,13.92,20.88,1,20.88,0.05,0.01
2024-05-29,2549,HY-VEE FOOD STORE (1271) / INDIANOLA,INDIANOLA,FLAVORED GIN,33182,REVELTON MULBERRY GIN MINI,6,50,12.0,18.0,1,18.0,0.05,0.01
2023-03-10,5759,CASEY'S GENERAL STORE #42 / WELLMAN,WELLMAN,TEMPORARY & SPECIALTY PACKAGES,33430,ABSOLUT WILD BERRI MINI,10,50,5.88,8.82,1,8.82,0.05,0.01
2023-02-23,2515,HY-VEE FOOD STORE #1 (1410) / MASON CITY,MASON CITY,TEMPORARY & SPECIALTY PACKAGES,33430,ABSOLUT WILD BERRI MINI,10,50,5.88,8.82,1,8.82,0.05,0.01
2020-06-23,2572,HY-VEE FOOD STORE / CEDAR FALLS,CEDAR FALLS,IMPORTED FLAVORED VODKA,33466,ABSOLUT LIME MINI,10,50,5.88,8.82,1,8.82,0.05,0.01
2020-10-13,5344,CASEY'S GENERAL STORE # 2607/ SIOUX CITY,SIOUX CITY,IMPORTED FLAVORED VODKA,33466,ABSOLUT LIME MINI,10,50,5.88,8.82,1,8.82,0.05,0.01
2023-02-01,2605,HY-VEE DRUGSTORE #5 / CEDAR RAPIDS,CEDAR RAPIDS,IMPORTED FLAVORED VODKA,33466,ABSOLUT LIME MINI,10,50,5.88,8.82,1,8.82,0.05,0.01
2020-11-24,2545,HY-VEE DRUGSTORE / IOWA CITY,IOWA CITY,IMPORTED FLAVORED VODKA,33466,ABSOLUT LIME MINI,10,50,5.88,8.82,1,8.82,0.05,0.01
2024-02-27,6217,TODD'S SHELL / ROCK RAPIDS,ROCK RAPIDS,IMPORTED FLAVORED VODKA,33466,ABSOLUT LIME MINI,10,50,5.88,8.82,1,8.82,0.05,0.01
2021-06-21,2709,HY-VEE FAST AND FRESH - DUBUQUE,DUBUQUE,IMPORTED FLAVORED VODKA,33466,ABSOLUT LIME MINI,10,50,5.88,8.82,1,8.82,0.05,0.01
2021-04-14,2545,HY-VEE DRUGSTORE / IOWA CITY,IOWA CITY,IMPORTED FLAVORED VODKA,33466,ABSOLUT LIME MINI,10,50,5.88,8.82,1,8.82,0.05,0.01
2023-01-20,5245,BEST TRIP,DES MOINES,IMPORTED FLAVORED VODKA,33466,ABSOLUT LIME MINI,10,50,5.88,8.82,1,8.82,0.05,0.01
2024-11-29,2665,HY-VEE / WAUKEE,WAUKEE,IMPORTED FLAVORED VODKA,33466,ABSOLUT LIME MINI,10,50,5.88,8.82,1,8.82,0.05,0.01
2023-02-15,4160,FAREWAY STORES #034 / IOWA CITY,IOWA CITY,IMPORTED FLAVORED VODKA,33466,ABSOLUT LIME MINI,10,50,5.88,8.82,1,8.82,0.05,0.01
2022-11-17,2588,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,CEDAR RAPIDS,AMERICAN FLAVORED VODKA,33656,SVEDKA MANGO PINEAPPLE MINI,10,50,5.16,7.74,1,7.74,0.05,0.01
2024-01-25,2711,HY-VEE GAS #2 / OTTUMWA,OTTUMWA,IMPORTED VODKAS,34001,ABSOLUT SWEDISH VODKA 80PRF MINI,10,50,7.92,11.88,1,11.88,0.05,0.01
2020-11-20,4622,QUIK TRIP #544 / SE 14TH DM,DES MOINES,IMPORTED VODKAS,34001,ABSOLUT SWEDISH VODKA 80PRF MINI,10,50,7.92,11.88,1,11.88,0.05,0.01
2024-05-31,6209,HY-VEE / GRIMES,GRIMES,IMPORTED VODKAS,34001,ABSOLUT SWEDISH VODKA 80PRF MINI,10,50,7.92,11.88,1,11.88,0.05,0.01
2024-03-25,4379,KUM & GO #2091 / ASHWORTH / WDM,WEST DES MOINES,IMPORTED VODKAS,34001,ABSOLUT SWEDISH VODKA 80PRF MINI,10,50,7.92,11.88,1,11.88,0.05,0.01
